# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
449189at33208a	Complete	Sc0000176	767452	781426	-	599.0	407
450643at33208a	Complete	Sc0000043	763947	769572	+	140.6	200
450785at33208a	Complete	xfSc0000163	129492	136638	-	126.2	126
451242at33208a	Complete	Sc0000022	1107925	1115476	-	209.2	194
451957at33208a	Complete	Sc0000357	342965	366958	+	414.7	270
452208at33208a	Complete	Sc0000026	446683	450732	+	176.5	190
452499at33208a	Complete	Sc0000018	117479	124626	-	283.4	254
452574at33208a	Complete	Sc0000044	200769	210030	+	404.6	341
453049at33208a	Complete	Sc0000010	1236217	1250429	+	160.7	277
453052at33208a	Complete	xfSc0000032	296482	303587	+	348.8	275
453056at33208a	Complete	Sc0000174	174898	183447	+	421.2	348
453687at33208a	Complete	Sc0000294	136111	167371	+	351.1	282
454911at33208a	Complete	Sc0000238	605801	620663	-	668.2	639
455512at33208a	Complete	Sc0000556	92128	98190	+	207.8	179
455941at33208a	Complete	Sc0000355	415876	423511	+	227.7	244
456998at33208a	Complete	Sc0000525	211671	217014	-	221.4	196
457777at33208a	Complete	Sc0000008	306884	321225	-	501.6	302
458807at33208a	Complete	Sc0000000	765695	775667	+	405.7	271
458974at33208a	Complete	Sc0000005	896724	904422	+	148.7	145
458988at33208a	Complete	Sc0000053	1402145	1418850	+	584.8	439
459253at33208a	Complete	xfSc0000009	473102	479303	-	323.7	213
460044at33208a	Complete	Sc0000129	882525	894685	+	338.4	295
460518at33208a	Complete	Sc0000084	545799	559011	+	382.6	275
461123at33208a	Complete	Sc0000366	142666	155825	-	168.3	201
461193at33208a	Complete	Sc0000449	213101	224192	-	211.7	202
462325at33208a	Complete	Sc0000686	198	9770	+	252.7	230
462897at33208a	Complete	Sc0000363	280068	294283	-	436.0	335
463071at33208a	Complete	xpSc0007058	209526	225703	+	242.3	209
464204at33208a	Complete	Sc0000028	491022	509678	+	293.3	297
464243at33208a	Complete	Sc0000416	10772	20056	+	58.3	117
464286at33208a	Complete	Sc0000286	468433	476337	+	265.1	255
464312at33208a	Complete	Sc0000212	239939	250528	+	267.4	315
464987at33208a	Complete	Sc0000310	333547	346543	+	263.2	165
465092at33208a	Complete	Sc0000072	312596	319669	-	257.7	178
465401at33208a	Complete	Sc0000495	142170	143556	-	263.0	212
465512at33208a	Complete	Sc0000150	758855	775445	+	827.3	736
465651at33208a	Duplicated	Sc0000257	102301	109291	-	131.6	156
465651at33208a	Duplicated	Sc0000600	28534	43233	-	124.0	165
465703at33208a	Complete	Sc0000575	191610	192491	+	274.0	203
465933at33208a	Complete	Sc0000365	149878	193188	-	329.0	239
466616at33208a	Complete	Sc0000187	279502	308994	+	436.6	536
466942at33208a	Complete	Sc0000041	457007	468760	-	162.4	185
467106at33208a	Complete	xfSc0000070	148995	166800	-	338.2	247
467142at33208a	Complete	xfSc0000045	260110	264983	-	262.7	234
467744at33208a	Complete	Sc0000422	128973	138048	+	275.9	259
468248at33208a	Complete	Sc0000000	322546	341807	-	304.4	244
468359at33208a	Complete	xfSc0000004	336193	357477	+	388.7	310
468631at33208a	Complete	Sc0000171	727681	734750	+	180.1	167
468710at33208a	Complete	Sc0000136	580429	584726	+	147.2	155
468757at33208a	Complete	xfSc0000010	440916	449712	-	375.5	271
469367at33208a	Complete	Sc0000333	305974	312504	-	320.2	288
470197at33208a	Complete	Sc0000020	1610437	1622262	-	259.2	298
470523at33208a	Complete	Sc0000259	64293	77748	-	261.1	226
471608at33208a	Complete	Sc0000418	85968	93387	-	324.7	214
471787at33208a	Complete	Sc0000112	756196	757728	-	417.6	284
472313at33208a	Complete	Sc0000375	287962	293739	+	297.6	234
472352at33208a	Complete	Sc0000017	1456906	1464545	-	192.1	184
473106at33208a	Complete	Sc0000596	126497	136697	-	382.1	272
474144at33208a	Complete	Sc0000000	204908	208512	-	252.3	210
474302at33208a	Complete	Sc0000031	122711	128091	+	255.3	290
474387at33208a	Complete	Sc0000401	321149	330309	+	404.3	294
475826at33208a	Complete	Sc0000303	356372	357241	-	238.5	228
476036at33208a	Complete	Sc0000119	661709	668925	+	295.8	222
477052at33208a	Complete	Sc0000134	279963	280865	+	313.9	233
477939at33208a	Complete	Sc0000092	682648	687986	+	279.9	284
477998at33208a	Complete	Sc0000145	200481	211845	-	313.8	433
478073at33208a	Complete	xfSc0000019	126329	195967	+	404.3	226
478984at33208a	Complete	Sc0000139	476062	482349	-	338.9	260
480700at33208a	Complete	Sc0000454	285345	286145	-	190.8	169
480735at33208a	Complete	Sc0000206	44438	54453	-	269.1	243
481557at33208a	Complete	Sc0000027	875977	890982	+	158.1	203
482691at33208a	Complete	Sc0000571	180141	196120	+	396.3	244
483489at33208a	Complete	Sc0000079	472855	482608	+	337.0	298
485003at33208a	Complete	Sc0000310	350330	360109	-	266.7	204
485696at33208a	Complete	Sc0000006	698513	709214	-	243.7	223
486370at33208a	Complete	Sc0000401	168543	172687	+	227.7	201
486431at33208a	Complete	Sc0000434	200704	210984	-	372.4	455
486743at33208a	Complete	Sc0000613	15797	22720	+	135.1	166
486993at33208a	Complete	Sc0000132	810183	814358	-	304.9	248
487873at33208a	Complete	Sc0000230	252188	252787	-	125.7	124
487987at33208a	Complete	xfSc0000032	304189	306704	-	163.7	148
488559at33208a	Complete	Sc0000077	566771	571820	-	190.0	163
488635at33208a	Complete	Sc0000032	528742	538534	-	290.6	232
489359at33208a	Complete	Sc0000101	936815	947796	+	202.2	236
489858at33208a	Complete	Sc0000344	71523	83438	+	206.4	178
489997at33208a	Complete	Sc0000423	237994	246143	+	241.2	240
490248at33208a	Complete	Sc0000145	34930	40317	+	224.7	171
490961at33208a	Complete	Sc0000083	1074093	1087455	+	192.8	274
491252at33208a	Complete	Sc0000271	411163	416454	-	201.5	178
491289at33208a	Complete	Sc0000031	1428923	1437131	-	328.4	268
492033at33208a	Complete	Sc0000176	550593	556937	-	263.7	171
493148at33208a	Complete	Sc0000046	1203522	1214540	+	137.8	190
493505at33208a	Complete	Sc0000078	162261	168491	+	306.6	188
493913at33208a	Complete	xfSc0000004	587033	600872	-	372.3	346
494057at33208a	Complete	Sc0000111	503512	508077	-	199.9	171
495100at33208a	Complete	Sc0000061	876663	899225	-	375.4	217
495175at33208a	Complete	Sc0000034	102241	128402	-	232.9	181
495207at33208a	Complete	Sc0000043	1118866	1126159	+	254.9	245
495311at33208a	Complete	Sc0000017	1834110	1834727	+	261.6	163
495329at33208a	Complete	xpSc0007064	318960	324583	+	207.3	178
495389at33208a	Complete	Sc0000002	378504	379169	-	146.1	158
495605at33208a	Complete	Sc0000296	271383	275353	-	344.1	217
495802at33208a	Missing
495926at33208a	Complete	Sc0000184	268770	270017	-	138.0	221
496070at33208a	Duplicated	xfSc0000001	422307	423197	+	180.1	173
496070at33208a	Duplicated	xfSc0000001	443438	444049	+	172.3	150
496219at33208a	Complete	Sc0000195	577086	580157	-	391.3	247
498535at33208a	Complete	Sc0000679	93414	100427	+	290.7	232
500261at33208a	Complete	xfSc0000097	87584	98542	-	347.3	321
500808at33208a	Complete	Sc0000214	297366	306997	-	348.1	318
501396at33208a	Complete	Sc0000359	238163	243365	-	292.4	168
501546at33208a	Complete	xfSc0000070	80593	87488	-	140.2	145
501788at33208a	Complete	Sc0000301	195642	200806	+	179.7	145
502128at33208a	Complete	Sc0000008	797511	805981	-	372.4	268
502407at33208a	Complete	xfSc0000027	349214	354418	+	227.8	172
502429at33208a	Complete	Sc0000353	407165	411073	-	279.9	180
502584at33208a	Complete	Sc0000028	436230	445462	+	153.2	257
502691at33208a	Complete	Sc0000005	786939	791746	+	273.1	205
503333at33208a	Complete	Sc0000353	124002	215656	+	470.1	285
503828at33208a	Complete	Sc0000229	97150	104409	+	102.4	191
504207at33208a	Complete	Sc0000253	29695	34435	+	403.3	308
504292at33208a	Complete	Sc0000008	1555163	1558670	-	221.9	187
504691at33208a	Complete	Sc0000458	291953	292465	+	170.0	129
504731at33208a	Complete	Sc0000004	120561	124646	-	351.0	237
504912at33208a	Complete	xfSc0000009	509182	516525	+	75.6	109
505248at33208a	Complete	Sc0000046	890436	896536	+	237.4	169
505718at33208a	Missing
508188at33208a	Complete	Sc0000021	1119884	1133969	-	228.2	238
508379at33208a	Complete	Sc0000069	898133	901381	-	189.3	129
508986at33208a	Complete	Sc0000128	70091	74492	-	137.0	192
509494at33208a	Complete	Sc0000155	675634	688175	+	226.5	140
509816at33208a	Complete	xfSc0000097	68240	73210	-	203.8	159
510174at33208a	Fragmented	Sc0000046	1323990	1335512	+	277.6	130
510522at33208a	Complete	Sc0000063	1288172	1288744	+	207.2	165
510581at33208a	Complete	Sc0000056	93228	96209	-	277.5	221
511272at33208a	Complete	Sc0000230	493846	498670	-	213.6	208
511386at33208a	Complete	Sc0000371	49301	68188	-	362.4	433
511575at33208a	Complete	Sc0000198	367535	376674	-	255.4	152
511668at33208a	Fragmented	Sc0000276	228806	229931	-	81.8	59
514121at33208a	Complete	xfSc0000222	90474	91862	-	401.3	610
514296at33208a	Duplicated	Sc0000432	82728	83291	-	234.5	135
514296at33208a	Duplicated	xpSc0008307	2035	2598	+	234.3	135
514565at33208a	Complete	Sc0000006	1901081	1907252	+	297.6	190
514675at33208a	Complete	Sc0000111	273662	281016	+	204.5	203
514698at33208a	Complete	Sc0000056	813669	821485	-	204.7	155
514724at33208a	Complete	Sc0000211	41478	45021	+	166.6	153
514727at33208a	Duplicated	Sc0000141	559163	567194	+	81.5	216
514727at33208a	Duplicated	Sc0000141	551998	558658	-	73.7	254
514740at33208a	Complete	Sc0000257	332173	342267	+	213.2	146
514834at33208a	Complete	Sc0000281	238216	242910	-	163.5	192
514892at33208a	Complete	Sc0000171	251545	256520	+	282.2	203
515058at33208a	Complete	Sc0000029	972724	978881	-	460.6	342
515377at33208a	Complete	Sc0000014	378274	380521	-	110.1	149
515410at33208a	Complete	xfSc0000233	32466	35144	-	207.9	145
515425at33208a	Complete	Sc0000529	17538	22208	+	171.0	181
515528at33208a	Complete	Sc0000503	296876	300274	+	245.4	257
515640at33208a	Complete	Sc0000254	314052	324378	+	322.4	194
516078at33208a	Complete	Sc0000045	988291	994999	-	315.5	228
516321at33208a	Complete	Sc0000119	274632	277268	-	231.5	132
516481at33208a	Complete	Sc0000472	222084	229573	+	139.0	181
516659at33208a	Complete	Sc0000442	41145	49341	-	101.9	235
516716at33208a	Complete	Sc0000386	214005	223462	+	364.6	313
517311at33208a	Complete	Sc0000455	195435	201073	+	234.3	173
517525at33208a	Duplicated	xfSc0000032	321241	323663	+	166.4	248
517525at33208a	Duplicated	Sc0000057	440267	443606	-	147.7	244
517686at33208a	Complete	Sc0000529	26295	30618	-	127.9	95
517968at33208a	Complete	Sc0000256	489607	494515	-	80.2	77
518288at33208a	Complete	Sc0000299	238011	260803	-	408.1	277
518569at33208a	Fragmented	xpSc0007069	311999	313470	+	88.6	91
518635at33208a	Complete	Sc0000076	742241	752197	-	438.8	344
519030at33208a	Complete	Sc0000033	1135733	1144571	-	168.0	172
519303at33208a	Complete	Sc0000521	84940	89309	+	404.5	335
519777at33208a	Complete	Sc0000178	603391	608826	+	205.1	206
520011at33208a	Complete	Sc0000386	326360	334659	+	106.3	189
521343at33208a	Complete	Sc0000195	182550	190648	+	66.7	107
522886at33208a	Complete	Sc0000155	289618	291411	-	277.4	252
522988at33208a	Complete	Sc0000210	474555	488238	-	272.3	313
523206at33208a	Complete	Sc0000051	1230735	1237352	-	133.7	119
523376at33208a	Complete	Sc0000534	190	6548	-	209.9	200
523534at33208a	Complete	Sc0000176	15755	20657	-	260.5	150
524148at33208a	Complete	xfSc0000078	95014	109291	+	319.7	321
524165at33208a	Complete	Sc0000234	410682	420761	+	309.9	339
524322at33208a	Complete	Sc0000616	121755	129105	+	151.3	128
525542at33208a	Complete	xfSc0000150	83759	89140	-	197.9	186
525888at33208a	Complete	Sc0000014	225189	241490	-	174.4	157
526074at33208a	Complete	Sc0000171	670088	673776	+	269.4	167
526487at33208a	Complete	Sc0000605	136056	141733	+	308.0	165
526673at33208a	Complete	Sc0000201	497743	503169	-	342.0	253
526839at33208a	Missing
527406at33208a	Complete	Sc0000403	12475	15823	+	380.9	233
528325at33208a	Complete	Sc0000069	970627	975279	-	296.4	158
529092at33208a	Complete	Sc0000477	187114	194572	-	142.7	113
529093at33208a	Complete	xfSc0000140	59304	64015	+	301.5	214
529708at33208a	Complete	Sc0000026	409047	413926	-	230.3	231
529852at33208a	Complete	Sc0000131	358311	364012	-	126.5	145
530431at33208a	Complete	Sc0000195	53495	69004	+	480.1	382
532406at33208a	Complete	Sc0000371	136178	141128	-	251.3	168
532693at33208a	Complete	Sc0000232	482162	484406	-	269.0	250
532728at33208a	Complete	Sc0000397	53279	57380	-	167.4	125
532930at33208a	Complete	Sc0000077	944606	951152	+	215.7	163
533666at33208a	Missing
533690at33208a	Complete	xfSc0000006	111726	118061	-	240.7	169
534172at33208a	Complete	Sc0000119	246071	258546	-	212.7	182
534206at33208a	Complete	Sc0000259	78120	90032	+	136.3	139
534312at33208a	Complete	Sc0000463	159678	167292	+	247.3	133
534757at33208a	Complete	Sc0000457	175680	184707	+	210.8	195
534808at33208a	Complete	Sc0000061	111197	127006	-	296.2	275
535268at33208a	Complete	Sc0000164	543280	549972	+	241.8	172
535367at33208a	Complete	xfSc0000297	25174	30198	-	227.3	198
535524at33208a	Complete	Sc0000085	508234	514929	+	259.8	160
535650at33208a	Complete	Sc0000127	639282	643277	+	268.7	158
535664at33208a	Complete	Sc0000445	140250	140633	+	130.5	99
535782at33208a	Complete	Sc0000017	1127124	1128627	+	203.6	162
535806at33208a	Complete	Sc0000193	434434	440355	-	162.1	132
536251at33208a	Complete	Sc0000027	557821	558423	-	158.5	125
537470at33208a	Complete	Sc0000460	69671	77169	+	191.8	150
537548at33208a	Complete	Sc0000314	146186	149423	-	225.6	162
537718at33208a	Complete	Sc0000279	67596	87289	-	218.9	227
537923at33208a	Complete	Sc0000123	578360	581973	+	240.6	156
538442at33208a	Complete	xfSc0000095	89422	98328	-	157.5	143
539043at33208a	Complete	Sc0000365	112953	118322	+	234.3	148
539215at33208a	Complete	xfSc0000237	18692	23561	-	199.5	157
539234at33208a	Complete	Sc0000183	534006	562823	-	219.3	129
539360at33208a	Duplicated	Sc0000215	43329	44015	-	190.8	164
539360at33208a	Duplicated	Sc0000294	536060	536746	-	190.8	164
539600at33208a	Complete	Sc0000412	111322	114526	+	187.4	146
540193at33208a	Complete	xfSc0000268	22724	29936	-	170.7	169
541231at33208a	Complete	Sc0000122	572760	575032	+	141.0	149
541260at33208a	Complete	Sc0000050	444764	446713	+	98.2	82
541421at33208a	Complete	Sc0000171	658465	668010	+	237.0	171
543124at33208a	Complete	Sc0000249	238191	245781	+	263.9	215
543269at33208a	Complete	Sc0000217	634980	635972	-	162.6	155
544546at33208a	Complete	Sc0000193	443123	444515	+	100.5	130
544849at33208a	Missing
544919at33208a	Complete	Sc0000454	166021	176720	+	208.9	278
545063at33208a	Complete	Sc0000077	865893	869090	+	158.6	256
545389at33208a	Complete	Sc0000268	422854	433991	+	266.2	166
545641at33208a	Complete	Sc0000117	636430	644076	+	221.2	121
545744at33208a	Complete	Sc0000045	446277	518166	+	94.2	81
545889at33208a	Complete	Sc0000421	287272	294877	-	150.5	143
546305at33208a	Complete	Sc0000022	1677300	1682149	+	87.2	86
546751at33208a	Complete	Sc0000178	275619	282577	-	244.8	172
547099at33208a	Complete	Sc0000105	447774	455780	+	201.1	154
547341at33208a	Complete	Sc0000096	156490	159351	+	146.9	137
547766at33208a	Complete	Sc0000225	558009	561208	-	255.8	159
548327at33208a	Complete	Sc0000094	1013890	1018249	-	181.8	135
548444at33208a	Complete	Sc0000217	356022	366484	+	201.8	198
548732at33208a	Complete	Sc0000052	243548	251134	-	190.9	133
549156at33208a	Complete	Sc0000090	364602	368745	+	219.5	136
549988at33208a	Complete	Sc0000192	234362	240048	+	117.9	164
551166at33208a	Complete	Sc0000069	1027491	1027916	+	158.4	100
551620at33208a	Complete	Sc0000075	172190	173569	-	181.6	254
551632at33208a	Complete	Sc0000518	90795	96428	-	237.3	177
551831at33208a	Complete	Sc0000118	731390	739626	+	290.8	204
552201at33208a	Complete	xpSc0007135	46411	51758	-	287.9	179
552359at33208a	Complete	Sc0000463	75691	79197	-	165.8	114
552764at33208a	Complete	Sc0000080	524297	533137	-	322.7	169
552949at33208a	Complete	Sc0000049	732616	738349	+	108.8	257
553411at33208a	Complete	Sc0000324	237230	248648	-	170.9	180
553585at33208a	Complete	Sc0000401	255804	261353	+	163.8	176
554010at33208a	Complete	Sc0000063	20791	27377	-	226.2	208
554815at33208a	Complete	Sc0000246	289662	293774	-	220.3	172
555162at33208a	Complete	Sc0000582	141820	146144	-	280.2	149
555390at33208a	Complete	Sc0000658	161078	164242	+	237.5	129
555538at33208a	Complete	Sc0000252	154165	173824	-	147.8	125
556039at33208a	Missing
556189at33208a	Complete	Sc0000010	471735	476268	-	184.2	173
556337at33208a	Complete	Sc0000063	821903	826549	+	180.5	113
556445at33208a	Complete	Sc0000078	427755	428669	+	97.2	99
556461at33208a	Complete	Sc0000222	337698	343158	+	87.8	94
556510at33208a	Complete	Sc0000049	788122	792263	-	180.7	129
556587at33208a	Complete	Sc0000109	319853	325417	+	153.6	125
556750at33208a	Complete	Sc0000578	242890	244635	+	109.7	131
556925at33208a	Complete	xfSc0000012	244822	251831	-	35.0	60
557292at33208a	Complete	Sc0000177	664401	665120	+	238.9	184
557596at33208a	Duplicated	Sc0000162	145498	148393	+	324.4	179
557596at33208a	Duplicated	Sc0000009	346060	348772	-	321.3	179
557694at33208a	Fragmented	Sc0000013	1971400	1971801	+	60.7	112
557834at33208a	Complete	Sc0000062	1125506	1149233	+	358.0	367
557962at33208a	Complete	Sc0000001	461376	465164	+	251.0	179
558368at33208a	Complete	Sc0000121	258912	262782	+	250.2	197
558385at33208a	Complete	Sc0000190	645589	661996	-	246.4	200
558552at33208a	Complete	Sc0000017	1711720	1714168	+	230.0	124
558791at33208a	Complete	Sc0000195	103861	107226	-	231.4	123
558897at33208a	Complete	xpSc0007132	93855	105183	+	182.7	148
558933at33208a	Complete	Sc0000059	712946	720502	+	239.9	182
559146at33208a	Complete	Sc0000094	805298	807498	-	68.0	87
559501at33208a	Complete	Sc0000062	294900	300246	+	203.0	168
559576at33208a	Complete	Sc0000135	78107	88050	+	262.1	247
559732at33208a	Complete	Sc0000421	338641	339162	-	49.9	110
559883at33208a	Complete	xpSc0007092	118598	122067	-	229.4	159
560453at33208a	Complete	Sc0000484	137178	140278	+	253.8	149
560566at33208a	Missing
560584at33208a	Complete	Sc0000096	316719	327588	+	124.4	86
560694at33208a	Complete	Sc0000260	97222	99655	+	294.6	210
561054at33208a	Complete	Sc0000093	862629	869601	-	164.3	129
561248at33208a	Complete	Sc0000075	561818	563164	+	163.5	235
561417at33208a	Complete	Sc0000012	1025421	1028136	-	190.3	124
561688at33208a	Complete	xfSc0000009	368190	370562	+	201.5	211
561878at33208a	Complete	Sc0000615	144957	145847	-	249.1	208
561943at33208a	Complete	Sc0000042	263837	271146	-	335.0	244
562780at33208a	Complete	Sc0000147	57415	104067	+	199.0	167
563084at33208a	Complete	xpSc0007091	138162	138512	+	70.4	79
563358at33208a	Duplicated	Sc0000014	2009426	2022156	-	127.9	145
563358at33208a	Duplicated	Sc0000014	2009426	2017626	-	127.4	144
563359at33208a	Complete	Sc0000607	9942	19723	+	137.8	171
563426at33208a	Complete	xfSc0000012	596625	614747	+	185.6	230
563679at33208a	Complete	Sc0000108	195820	197216	-	138.5	102
563832at33208a	Complete	xfSc0000048	79575	80174	-	128.7	133
564234at33208a	Complete	Sc0000243	248495	252136	-	127.3	146
564286at33208a	Complete	Sc0000264	396004	404676	+	197.3	123
565053at33208a	Complete	Sc0000018	807105	814974	-	132.8	155
566026at33208a	Complete	Sc0000253	421741	427084	+	172.6	172
566116at33208a	Complete	Sc0000132	754508	761336	-	347.4	215
566262at33208a	Complete	Sc0000495	243	2503	+	123.1	100
566447at33208a	Complete	Sc0000485	269244	276047	-	162.1	154
566527at33208a	Complete	Sc0000148	441972	444537	+	247.2	186
566916at33208a	Complete	xfSc0000067	150848	156207	-	61.4	107
567650at33208a	Complete	xfSc0000150	89396	93585	+	182.6	201
567750at33208a	Complete	Sc0000122	309373	318044	-	158.6	104
567809at33208a	Complete	Sc0000060	502866	505821	-	180.5	111
568022at33208a	Complete	Sc0000092	169190	172802	+	215.5	151
568170at33208a	Complete	xpSc0007071	222527	231185	-	172.1	166
568839at33208a	Complete	Sc0000184	99681	103515	-	173.4	194
568949at33208a	Complete	Sc0000029	669927	673543	+	226.4	156
569294at33208a	Missing
569303at33208a	Complete	Sc0000346	12091	23214	+	264.4	218
569812at33208a	Fragmented	Sc0000074	461361	468404	+	199.4	136
569878at33208a	Complete	Sc0000046	450918	457741	+	208.8	298
570262at33208a	Duplicated	Sc0000096	979498	992455	-	258.5	174
570262at33208a	Duplicated	xpSc0007129	42353	72208	-	252.8	174
570646at33208a	Complete	Sc0000196	645293	651468	-	151.5	132
570717at33208a	Complete	Sc0000304	140951	145503	-	193.6	143
571149at33208a	Complete	Sc0000132	696712	697632	+	79.3	91
571944at33208a	Complete	Sc0000447	271750	296425	-	93.4	140
572074at33208a	Complete	Sc0000533	61982	63031	-	167.0	198
572434at33208a	Complete	Sc0000188	300496	305854	-	270.4	203
572463at33208a	Complete	Sc0000227	383446	394068	+	252.4	223
572754at33208a	Complete	Sc0000036	1475818	1480639	-	169.5	123
572845at33208a	Complete	Sc0000056	254726	259098	+	199.2	159
573203at33208a	Complete	Sc0000568	122453	123823	+	316.1	296
573237at33208a	Complete	Sc0000019	820996	830562	-	263.8	232
573313at33208a	Duplicated	Sc0000517	251545	262809	+	216.0	257
573313at33208a	Duplicated	xpSc0007487	18162	18980	-	197.6	295
573313at33208a	Duplicated	Sc0000350	382885	383694	-	196.0	262
573313at33208a	Duplicated	xpSc0007750	83	916	-	184.8	294
574311at33208a	Complete	Sc0000140	838483	840074	-	57.2	74
575360at33208a	Missing
576633at33208a	Complete	Sc0000019	619672	629766	+	244.9	156
576938at33208a	Complete	Sc0000144	758710	763841	+	106.2	100
576997at33208a	Complete	Sc0000160	559791	564846	-	186.5	145
577068at33208a	Complete	Sc0000131	97695	102278	-	218.3	241
577339at33208a	Complete	Sc0000001	2191189	2194333	-	115.5	110
577929at33208a	Fragmented	Sc0000487	103318	107355	-	49.3	67
578354at33208a	Complete	Sc0000017	682125	685024	-	211.3	127
578582at33208a	Complete	Sc0000111	561685	566053	-	144.1	135
578684at33208a	Complete	Sc0000005	311017	316792	+	175.6	170
578726at33208a	Complete	Sc0000050	802851	815215	+	194.7	155
578734at33208a	Complete	Sc0000481	130885	136025	-	178.3	181
578959at33208a	Complete	Sc0000053	1360678	1367734	+	173.7	114
579029at33208a	Complete	Sc0000074	916176	918283	+	112.4	101
580062at33208a	Complete	Sc0000034	436880	444050	+	164.7	160
580288at33208a	Complete	Sc0000394	128871	133063	+	221.4	116
580851at33208a	Complete	Sc0000215	511821	517315	+	62.2	81
580896at33208a	Complete	Sc0000012	1724640	1751698	-	250.8	247
581006at33208a	Complete	xfSc0000143	152269	158002	+	139.5	123
581475at33208a	Complete	Sc0000447	308831	323384	+	78.3	132
581543at33208a	Complete	Sc0000050	1253304	1258453	+	118.7	128
581547at33208a	Complete	Sc0000157	727482	730481	+	247.9	150
581621at33208a	Complete	Sc0000212	357302	364907	+	289.0	160
581717at33208a	Complete	xfSc0000010	178226	191609	+	209.5	243
581779at33208a	Complete	Sc0000042	119471	121530	-	142.8	183
582265at33208a	Complete	Sc0000255	167630	174596	-	203.0	153
582341at33208a	Complete	xfSc0000008	169476	173734	-	195.6	103
582473at33208a	Complete	Sc0000116	71474	76036	-	222.6	159
582823at33208a	Fragmented	Sc0000188	75435	77634	-	132.4	121
582951at33208a	Complete	Sc0000169	245651	262375	-	144.4	92
583626at33208a	Complete	Sc0000350	107185	109968	-	87.1	126
584023at33208a	Complete	Sc0000071	329772	335792	-	204.5	211
584333at33208a	Complete	Sc0000137	607218	607835	-	90.4	115
584373at33208a	Complete	Sc0000038	1323304	1323681	+	61.7	67
585078at33208a	Missing
585232at33208a	Complete	Sc0000156	83597	86250	-	109.7	104
585305at33208a	Complete	Sc0000171	596144	599484	-	145.2	90
585313at33208a	Complete	Sc0000217	526211	529195	+	298.6	186
585656at33208a	Complete	Sc0000268	557300	560192	+	196.6	150
585726at33208a	Complete	Sc0000049	761221	762294	-	196.6	158
585809at33208a	Complete	Sc0000199	261274	269730	-	196.1	178
586156at33208a	Complete	Sc0000063	347676	350436	-	103.3	114
586310at33208a	Complete	Sc0000333	312701	314165	+	142.5	155
586690at33208a	Complete	Sc0000066	849533	852885	+	165.7	120
586719at33208a	Complete	Sc0000095	308416	317300	+	187.8	124
587399at33208a	Complete	Sc0000261	574993	580231	+	134.8	142
587407at33208a	Complete	xfSc0000003	278811	309670	-	142.3	167
587513at33208a	Complete	Sc0000123	932438	949049	+	227.5	284
587688at33208a	Complete	Sc0000070	461094	464427	-	98.4	106
587958at33208a	Complete	Sc0000528	248552	252500	+	153.0	70
589773at33208a	Complete	xfSc0000032	43746	43949	-	72.3	53
589901at33208a	Complete	Sc0000692	17137	33207	+	218.2	229
590221at33208a	Complete	Sc0000157	758747	761846	+	73.4	98
590347at33208a	Complete	Sc0000009	2075768	2078730	-	133.1	140
590416at33208a	Complete	xfSc0000198	100598	113897	-	259.8	169
590470at33208a	Complete	Sc0000260	43064	47041	-	204.5	206
591316at33208a	Complete	Sc0000296	317946	320587	+	142.0	127
591391at33208a	Complete	Sc0000094	654389	658554	-	163.9	128
591498at33208a	Complete	xfSc0000032	36676	40954	+	152.8	162
592087at33208a	Complete	Sc0000094	1052714	1057358	+	202.7	136
592094at33208a	Complete	xfSc0000010	588171	597039	-	273.6	178
592759at33208a	Complete	Sc0000075	1105622	1111551	-	239.8	184
592872at33208a	Complete	Sc0000019	913368	918770	+	180.1	139
594172at33208a	Complete	Sc0000004	140921	145678	+	237.9	120
594271at33208a	Complete	Sc0000120	783828	787355	+	71.7	92
594842at33208a	Duplicated	Sc0000309	397876	400783	+	156.1	94
594842at33208a	Duplicated	Sc0000309	404705	405772	+	153.5	93
594937at33208a	Complete	xfSc0000001	13599	17695	-	82.3	110
595010at33208a	Complete	Sc0000077	531457	533913	-	279.2	294
595316at33208a	Complete	Sc0000087	586853	587419	+	178.6	131
595404at33208a	Complete	Sc0000002	2322063	2327491	+	176.2	122
595858at33208a	Complete	Sc0000520	117792	207229	+	240.2	253
596131at33208a	Complete	Sc0000219	589037	592452	+	163.4	100
596973at33208a	Fragmented	Sc0000016	324614	327911	-	69.6	69
597023at33208a	Complete	Sc0000025	811550	812041	-	108.9	138
597816at33208a	Complete	Sc0000018	891075	910214	+	180.2	146
598405at33208a	Complete	Sc0000051	295990	299948	-	106.6	91
598944at33208a	Fragmented	Sc0000139	820790	821888	+	82.8	87
599320at33208a	Complete	Sc0000093	998696	998998	-	122.7	87
600462at33208a	Fragmented	Sc0000006	1030409	1038574	-	110.0	115
600823at33208a	Complete	Sc0000126	506287	509571	+	159.4	137
601242at33208a	Complete	Sc0000282	107931	114269	-	146.4	113
601650at33208a	Complete	Sc0000387	160100	164425	+	129.0	109
601768at33208a	Complete	Sc0000262	454168	458067	+	249.4	232
601875at33208a	Missing
601886at33208a	Complete	Sc0000382	405288	413723	-	201.1	175
601967at33208a	Complete	Sc0000110	220560	223461	-	160.3	125
602089at33208a	Complete	Sc0000294	110605	111557	-	171.0	98
