# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
444160at33208a	Fragmented	OKRP01000827.1	745	3217	+	120.5	87
444231at33208a	Complete	OKRP01000057.1	10528	13660	-	107.2	116
445031at33208a	Complete	OKRP01000749.1	64017	65087	-	377.2	310
445034at33208a	Missing
445091at33208a	Complete	OKRP01000005.1	700089	705290	-	185.1	210
446000at33208a	Complete	OKRP01000239.1	90871	93892	+	299.7	208
446031at33208a	Complete	OKRP01000994.1	75072	84938	-	286.1	241
447320at33208a	Complete	OKRP01001808.1	5457	13667	-	102.0	140
447400at33208a	Complete	OKRP01000104.1	248007	257599	+	148.7	149
448196at33208a	Fragmented	OKRP01000048.1	243535	251598	-	201.4	147
448514at33208a	Complete	OKRP01000156.1	318580	321041	+	321.6	269
449056at33208a	Missing
449139at33208a	Complete	OKRP01000592.1	120658	133103	+	423.0	289
449189at33208a	Fragmented	OKRP01002724.1	11453	11920	+	89.5	48
450643at33208a	Fragmented	OKRP01000167.1	178758	185070	+	98.2	143
450785at33208a	Complete	OKRP01000073.1	11652	18960	+	127.9	125
451242at33208a	Complete	OKRP01000020.1	337958	346822	+	208.8	194
451957at33208a	Fragmented	OKRP01000126.1	32285	53920	+	227.1	159
452208at33208a	Complete	OKRP01001376.1	19787	23841	-	229.8	190
452499at33208a	Missing
452574at33208a	Complete	OKRP01001597.1	18097	27551	+	427.4	341
453049at33208a	Fragmented	OKRP01000196.1	126	1987	-	72.9	94
453052at33208a	Complete	OKRP01000326.1	109660	116372	+	417.7	314
453056at33208a	Complete	OKRP01000583.1	70964	79734	+	466.4	366
453687at33208a	Complete	OKRP01001368.1	29535	57799	-	184.2	214
454911at33208a	Complete	OKRP01000661.1	107699	120548	+	669.9	648
455512at33208a	Complete	OKRP01000746.1	21324	27038	+	207.8	178
455941at33208a	Complete	OKRP01000155.1	56546	66065	+	228.4	237
456998at33208a	Complete	OKRP01000878.1	559	7600	+	167.9	199
457777at33208a	Complete	OKRP01000121.1	238536	251617	+	359.7	263
458807at33208a	Complete	OKRP01000002.1	854151	862557	+	287.9	217
458974at33208a	Fragmented	OKRP01000171.1	5498	5608	-	54.2	36
458988at33208a	Complete	OKRP01000638.1	7828	26280	+	565.4	422
459253at33208a	Complete	OKRP01000384.1	102478	110485	+	232.9	173
460044at33208a	Duplicated	OKRP01002258.1	9493	18637	-	295.2	288
460044at33208a	Duplicated	OKRP01000987.1	535	13434	-	278.6	250
460518at33208a	Complete	OKRP01000048.1	468414	473269	-	231.5	155
461123at33208a	Complete	OKRP01000704.1	130306	142044	+	129.0	174
461193at33208a	Fragmented	OKRP01006291.1	335	601	-	76.6	68
462325at33208a	Duplicated	OKRP01001316.1	95774	100017	-	183.5	294
462325at33208a	Duplicated	OKRP01000289.1	170556	172967	-	182.3	294
462325at33208a	Duplicated	OKRP01000717.1	15345	17763	-	180.8	294
462325at33208a	Duplicated	OKRP01001029.1	61162	63510	-	179.5	294
462325at33208a	Duplicated	OKRP01001029.1	67947	69751	+	179.0	294
462325at33208a	Duplicated	OKRP01002882.1	8947	10965	-	164.8	295
462897at33208a	Complete	OKRP01006154.1	1466	9406	-	393.9	279
463071at33208a	Complete	OKRP01000120.1	80428	91959	-	270.5	239
464204at33208a	Missing
464243at33208a	Complete	OKRP01000383.1	190276	196608	+	57.0	105
464286at33208a	Fragmented	OKRP01000442.1	185084	188990	+	182.5	188
464312at33208a	Complete	OKRP01000040.1	251212	261497	+	265.7	312
464987at33208a	Complete	OKRP01000424.1	47474	50598	+	223.8	131
465092at33208a	Complete	OKRP01002716.1	18477	23944	+	206.8	153
465401at33208a	Missing
465512at33208a	Complete	OKRP01000183.1	249024	270149	+	911.7	801
465651at33208a	Complete	OKRP01002141.1	31470	35967	-	116.4	137
465703at33208a	Complete	OKRP01000367.1	99337	100224	-	280.5	203
465933at33208a	Complete	OKRP01000004.1	985636	992045	+	329.9	238
466616at33208a	Fragmented	OKRP01000166.1	162310	189819	+	124.7	269
466942at33208a	Complete	OKRP01000203.1	233151	241467	+	148.3	171
467106at33208a	Complete	OKRP01000317.1	15877	28142	-	272.8	182
467142at33208a	Fragmented	OKRP01000229.1	176240	179079	-	55.4	63
467744at33208a	Complete	OKRP01000658.1	140777	149564	-	185.4	211
468248at33208a	Complete	OKRP01000002.1	422149	439784	-	306.2	243
468359at33208a	Complete	OKRP01000234.1	24542	40922	+	425.0	322
468631at33208a	Complete	OKRP01000616.1	152407	158494	-	158.9	174
468710at33208a	Complete	OKRP01000066.1	189424	193568	+	147.7	154
468757at33208a	Complete	OKRP01008864.1	1196	2825	-	201.3	234
469367at33208a	Complete	OKRP01000226.1	60253	69472	+	299.7	290
470197at33208a	Missing
470523at33208a	Complete	OKRP01005718.1	0	5657	+	261.2	221
471608at33208a	Complete	OKRP01002066.1	10273	17173	-	286.7	214
471787at33208a	Complete	OKRP01000204.1	36490	38022	-	417.1	284
472313at33208a	Complete	OKRP01001651.1	47994	54258	-	262.0	226
472352at33208a	Complete	OKRP01000052.1	138584	149700	-	181.5	171
473106at33208a	Fragmented	OKRP01003148.1	27118	28322	+	129.7	84
474144at33208a	Complete	OKRP01000002.1	304498	310214	-	253.9	210
474302at33208a	Complete	OKRP01000354.1	123840	130271	+	255.1	268
474387at33208a	Fragmented	OKRP01000679.1	94870	98024	-	237.0	152
475826at33208a	Complete	OKRP01000546.1	91081	91950	-	239.1	228
476036at33208a	Complete	OKRP01000490.1	124894	132118	-	307.4	231
477052at33208a	Complete	OKRP01000586.1	137349	138251	+	313.1	232
477939at33208a	Complete	OKRP01000006.1	557692	560906	+	276.7	284
477998at33208a	Complete	OKRP01000517.1	183908	194234	-	241.9	359
478073at33208a	Complete	OKRP01002249.1	8168	9757	+	405.0	226
478984at33208a	Complete	OKRP01000240.1	141747	147804	+	353.5	256
480700at33208a	Complete	OKRP01008368.1	2208	3008	-	190.1	169
480735at33208a	Fragmented	OKRP01001055.1	29239	44311	-	203.6	165
481557at33208a	Missing
482691at33208a	Complete	OKRP01000735.1	94854	106786	+	334.1	242
483489at33208a	Complete	OKRP01002477.1	19086	25113	+	171.6	209
485003at33208a	Complete	OKRP01000424.1	53819	62052	-	254.9	204
485696at33208a	Complete	OKRP01000719.1	2416	15149	+	177.8	168
486370at33208a	Complete	OKRP01000461.1	78169	84575	-	171.2	180
486431at33208a	Missing
486743at33208a	Duplicated	OKRP01001432.1	95339	101865	-	88.0	150
486743at33208a	Duplicated	OKRP01002524.1	32435	36541	-	87.1	137
486993at33208a	Complete	OKRP01000684.1	60933	64918	-	302.5	248
487873at33208a	Complete	OKRP01000306.1	34209	34808	-	124.1	124
487987at33208a	Complete	OKRP01000326.1	116959	119633	-	163.7	148
488559at33208a	Complete	OKRP01000248.1	67535	71756	-	190.2	163
488635at33208a	Fragmented	OKRP01000919.1	44005	49770	-	130.1	122
489359at33208a	Fragmented	OKRP01000624.1	66120	81033	-	69.6	120
489858at33208a	Complete	OKRP01001869.1	22108	32657	-	225.3	178
489997at33208a	Missing
490248at33208a	Complete	OKRP01000517.1	42804	57671	+	148.1	171
490961at33208a	Complete	OKRP01000032.1	368640	375084	+	194.1	272
491252at33208a	Fragmented	OKRP01000125.1	98608	99373	+	68.1	48
491289at33208a	Complete	OKRP01000062.1	76548	86242	+	183.9	184
492033at33208a	Fragmented	OKRP01000057.1	291996	297751	-	164.1	115
493148at33208a	Fragmented	OKRP01000620.1	146083	155462	+	54.9	99
493505at33208a	Complete	OKRP01000304.1	92471	97879	+	269.4	161
493913at33208a	Fragmented	OKRP01011754.1	534	2176	+	187.1	110
494057at33208a	Missing
495100at33208a	Fragmented	OKRP01000900.1	76641	93186	-	190.6	113
495175at33208a	Duplicated	OKRP01003728.1	2040	22464	-	228.5	181
495175at33208a	Duplicated	OKRP01003977.1	2051	16805	-	218.1	181
495207at33208a	Complete	OKRP01000755.1	34457	41695	+	223.3	218
495311at33208a	Missing
495329at33208a	Complete	OKRP01000603.1	178914	183977	+	206.6	178
495389at33208a	Complete	OKRP01000192.1	76005	76670	-	146.3	158
495605at33208a	Complete	OKRP01000355.1	56981	68350	-	276.3	194
495802at33208a	Missing
495926at33208a	Missing
496070at33208a	Complete	OKRP01000207.1	144565	145455	+	179.6	174
496219at33208a	Missing
498535at33208a	Complete	OKRP01000507.1	163725	169056	+	300.3	201
500261at33208a	Complete	OKRP01000859.1	56388	68781	+	272.4	247
500808at33208a	Complete	OKRP01000706.1	11622	20853	-	252.9	250
501396at33208a	Complete	OKRP01000314.1	51873	59781	+	273.9	168
501546at33208a	Complete	OKRP01000522.1	80513	87228	+	152.4	145
501788at33208a	Complete	OKRP01001160.1	138	5820	-	181.3	145
502128at33208a	Missing
502407at33208a	Complete	OKRP01000039.1	494460	499368	-	229.0	172
502429at33208a	Complete	OKRP01002135.1	26527	31158	-	280.3	181
502584at33208a	Complete	OKRP01000133.1	303417	314436	+	119.9	198
502691at33208a	Complete	OKRP01000171.1	126306	131217	-	237.8	205
503333at33208a	Complete	OKRP01000812.1	541	6339	+	478.0	285
503828at33208a	Complete	OKRP01000607.1	106421	115135	+	141.9	190
504207at33208a	Complete	OKRP01004213.1	205	5134	+	451.9	308
504292at33208a	Fragmented	OKRP01008622.1	67	1096	+	102.5	91
504691at33208a	Complete	OKRP01000822.1	64900	65427	+	169.8	129
504731at33208a	Complete	OKRP01001024.1	23027	27109	+	329.6	237
504912at33208a	Complete	OKRP01000384.1	63356	70974	-	77.4	109
505248at33208a	Complete	OKRP01000059.1	258528	264163	+	218.4	169
505718at33208a	Missing
508188at33208a	Fragmented	OKRP01000161.1	237356	239955	-	104.5	97
508379at33208a	Missing
508986at33208a	Complete	OKRP01000587.1	62244	66601	-	134.8	192
509494at33208a	Missing
509816at33208a	Complete	OKRP01000859.1	93650	97691	+	159.3	138
510174at33208a	Fragmented	OKRP01000397.1	21323	24503	+	251.4	111
510522at33208a	Complete	OKRP01000671.1	62173	64828	-	216.6	198
510581at33208a	Missing
511272at33208a	Fragmented	OKRP01002723.1	11385	18098	-	136.8	144
511386at33208a	Complete	OKRP01000585.1	40218	57461	-	370.6	432
511575at33208a	Complete	OKRP01001439.1	51861	64517	-	249.9	152
511668at33208a	Complete	OKRP01000968.1	56065	61735	-	159.0	145
514121at33208a	Missing
514296at33208a	Complete	OKRP01000344.1	5653	6216	-	234.3	135
514565at33208a	Complete	OKRP01001300.1	45023	50519	+	298.4	190
514675at33208a	Complete	OKRP01001009.1	58594	64649	-	235.6	204
514698at33208a	Complete	OKRP01001495.1	66158	70709	+	154.4	122
514724at33208a	Complete	OKRP01002055.1	298	2975	-	165.9	153
514727at33208a	Duplicated	OKRP01000158.1	137354	144236	+	73.3	173
514727at33208a	Duplicated	OKRP01000158.1	127819	150010	-	70.2	166
514727at33208a	Duplicated	OKRP01001176.1	60615	62120	-	67.7	241
514740at33208a	Complete	OKRP01000251.1	87195	93613	+	238.7	176
514834at33208a	Complete	OKRP01000053.1	212105	218609	-	164.2	192
514892at33208a	Complete	OKRP01000459.1	76066	81983	+	302.9	203
515058at33208a	Complete	OKRP01000003.1	318645	324785	-	460.1	342
515377at33208a	Complete	OKRP01000249.1	149173	152442	-	179.2	182
515410at33208a	Complete	OKRP01001875.1	46173	48802	+	207.9	145
515425at33208a	Fragmented	OKRP01000643.1	120564	122119	-	113.8	108
515528at33208a	Complete	OKRP01006989.1	752	3935	-	252.4	256
515640at33208a	Fragmented	OKRP01000819.1	108287	113361	-	243.7	145
516078at33208a	Fragmented	OKRP01000194.1	230169	235649	-	148.9	120
516321at33208a	Complete	OKRP01001658.1	29352	32074	-	234.6	132
516481at33208a	Complete	OKRP01001671.1	3756	11042	-	145.0	181
516659at33208a	Complete	OKRP01001165.1	71910	81700	-	110.2	172
516716at33208a	Complete	OKRP01000400.1	233879	240816	+	328.5	252
517311at33208a	Duplicated	OKRP01004716.1	8984	11846	-	237.6	155
517311at33208a	Duplicated	OKRP01003827.1	17312	19531	-	237.0	155
517525at33208a	Complete	OKRP01000326.1	133729	136116	+	165.4	248
517686at33208a	Fragmented	OKRP01000643.1	112273	113701	+	80.4	58
517968at33208a	Fragmented	OKRP01000345.1	159283	163247	-	42.0	46
518288at33208a	Fragmented	OKRP01000163.1	225826	242088	+	175.8	133
518569at33208a	Fragmented	OKRP01000338.1	258205	260253	-	145.5	114
518635at33208a	Complete	OKRP01000211.1	237547	243103	+	433.4	337
519030at33208a	Complete	OKRP01000106.1	317899	326207	+	168.0	172
519303at33208a	Complete	OKRP01001146.1	30205	34613	+	410.7	333
519777at33208a	Fragmented	OKRP01000009.1	163829	173538	-	170.2	126
520011at33208a	Missing
521343at33208a	Fragmented	OKRP01000402.1	236341	238554	-	89.6	93
522886at33208a	Complete	OKRP01002276.1	10117	10635	+	179.7	143
522988at33208a	Complete	OKRP01000578.1	6055	17141	-	253.4	308
523206at33208a	Duplicated	OKRP01000733.1	94167	97366	+	137.4	101
523206at33208a	Duplicated	OKRP01000733.1	86715	89883	+	133.7	116
523376at33208a	Missing
523534at33208a	Complete	OKRP01000012.1	474157	476770	-	238.0	151
524148at33208a	Missing
524165at33208a	Fragmented	OKRP01000049.1	423974	425122	+	182.9	194
524322at33208a	Complete	OKRP01003689.1	12150	17008	+	151.6	127
525542at33208a	Complete	OKRP01003339.1	22542	30519	-	201.2	186
525888at33208a	Fragmented	OKRP01000249.1	24087	25788	-	138.8	93
526074at33208a	Complete	OKRP01000514.1	188969	192376	+	275.1	167
526487at33208a	Complete	OKRP01000337.1	112206	117858	+	225.0	122
526673at33208a	Complete	OKRP01000463.1	190404	195944	-	366.2	265
526839at33208a	Missing
527406at33208a	Fragmented	OKRP01014360.1	475	918	+	261.5	127
528325at33208a	Fragmented	OKRP01000015.1	373261	379811	+	202.8	116
529092at33208a	Complete	OKRP01001839.1	18383	24402	+	148.6	92
529093at33208a	Fragmented	OKRP01005010.1	8901	11134	+	221.8	138
529708at33208a	Complete	OKRP01001376.1	39494	44279	+	223.6	219
529852at33208a	Complete	OKRP01000037.1	318158	323939	-	129.9	145
530431at33208a	Complete	OKRP01000676.1	90712	98615	-	365.3	296
532406at33208a	Complete	OKRP01000585.1	122437	130409	-	195.1	139
532693at33208a	Complete	OKRP01000835.1	23913	25916	-	268.6	246
532728at33208a	Missing
532930at33208a	Complete	OKRP01000749.1	135508	141894	+	210.1	163
533666at33208a	Missing
533690at33208a	Missing
534172at33208a	Missing
534206at33208a	Duplicated	OKRP01000523.1	197240	207800	+	112.3	139
534206at33208a	Duplicated	OKRP01009999.1	51	2372	-	112.1	96
534312at33208a	Complete	OKRP01000411.1	143358	150572	-	247.6	133
534757at33208a	Complete	OKRP01000392.1	234513	241882	-	212.0	195
534808at33208a	Fragmented	OKRP01002279.1	1554	9313	-	232.5	165
535268at33208a	Complete	OKRP01000464.1	34007	42947	+	267.3	172
535367at33208a	Complete	OKRP01000311.1	199293	204182	-	229.5	200
535524at33208a	Fragmented	OKRP01000948.1	53412	59947	+	153.0	116
535650at33208a	Complete	OKRP01000882.1	77034	81030	+	255.2	163
535664at33208a	Complete	OKRP01000080.1	187478	187861	+	130.5	99
535782at33208a	Missing
535806at33208a	Missing
536251at33208a	Complete	OKRP01000110.1	333075	333677	+	158.3	125
537470at33208a	Complete	OKRP01002297.1	5139	13790	-	260.4	151
537548at33208a	Complete	OKRP01000083.1	293555	297249	+	189.2	131
537718at33208a	Missing
537923at33208a	Complete	OKRP01004751.1	4858	8208	-	216.4	135
538442at33208a	Duplicated	OKRP01000342.1	6249	11000	+	157.3	143
538442at33208a	Duplicated	OKRP01003699.1	955	5611	-	152.0	139
539043at33208a	Missing
539215at33208a	Fragmented	OKRP01001119.1	79330	79500	-	75.2	55
539234at33208a	Complete	OKRP01000302.1	221547	237152	+	224.9	129
539360at33208a	Fragmented	OKRP01002527.1	6500	6835	+	110.9	84
539600at33208a	Complete	OKRP01000178.1	28845	31852	+	195.6	146
540193at33208a	Complete	OKRP01002256.1	16646	22273	-	168.2	149
541231at33208a	Complete	OKRP01002382.1	39654	47895	+	139.8	196
541260at33208a	Complete	OKRP01000004.1	415717	417695	-	99.7	82
541421at33208a	Fragmented	OKRP01000514.1	177706	181885	+	148.6	115
543124at33208a	Complete	OKRP01001666.1	79917	89421	-	246.5	219
543269at33208a	Complete	OKRP01002816.1	36530	37522	-	164.0	163
544546at33208a	Complete	OKRP01002187.1	8121	9978	-	99.1	130
544849at33208a	Missing
544919at33208a	Missing
545063at33208a	Complete	OKRP01000749.1	57917	60534	+	114.0	206
545389at33208a	Complete	OKRP01000636.1	108382	119996	+	266.3	166
545641at33208a	Complete	OKRP01001984.1	19487	25565	+	221.2	121
545744at33208a	Missing
545889at33208a	Complete	OKRP01000472.1	133898	140256	+	123.3	140
546305at33208a	Complete	OKRP01000340.1	57774	61731	+	88.1	86
546751at33208a	Fragmented	OKRP01000009.1	522758	529081	+	164.3	102
547099at33208a	Missing
547341at33208a	Fragmented	OKRP01000007.1	673715	675379	-	85.1	90
547766at33208a	Missing
548327at33208a	Complete	OKRP01009705.1	131	2830	+	177.3	135
548444at33208a	Complete	OKRP01000058.1	204697	212554	-	193.8	215
548732at33208a	Fragmented	OKRP01000438.1	81732	91590	-	109.5	78
549156at33208a	Complete	OKRP01000197.1	127340	129830	+	171.3	113
549988at33208a	Missing
551166at33208a	Complete	OKRP01000015.1	314870	315295	-	158.4	100
551620at33208a	Complete	OKRP01000805.1	6854	8239	+	176.0	254
551632at33208a	Complete	OKRP01001274.1	47141	53799	+	233.6	177
551831at33208a	Complete	OKRP01000453.1	137764	146035	-	227.4	175
552201at33208a	Complete	OKRP01002380.1	18066	25619	-	286.9	179
552359at33208a	Complete	OKRP01001633.1	26040	29205	+	159.7	114
552764at33208a	Complete	OKRP01000010.1	463253	471022	-	322.7	169
552949at33208a	Complete	OKRP01000072.1	131219	135259	-	91.5	193
553411at33208a	Complete	OKRP01000225.1	24685	31330	-	145.0	162
553585at33208a	Complete	OKRP01000679.1	158432	162417	-	141.7	135
554010at33208a	Fragmented	OKRP01001583.1	22123	26772	-	191.5	132
554815at33208a	Complete	OKRP01000050.1	192946	196911	+	195.3	187
555162at33208a	Missing
555390at33208a	Complete	OKRP01000441.1	48560	51822	+	237.5	129
555538at33208a	Fragmented	OKRP01001931.1	64503	66878	+	41.6	59
556039at33208a	Missing
556189at33208a	Complete	OKRP01000090.1	210191	214443	+	181.4	172
556337at33208a	Fragmented	OKRP01001776.1	51986	53874	-	162.0	94
556445at33208a	Complete	OKRP01000855.1	115024	120149	+	95.9	98
556461at33208a	Missing
556510at33208a	Missing
556587at33208a	Complete	OKRP01000162.1	124909	126920	-	109.6	102
556750at33208a	Complete	OKRP01000507.1	136998	140186	+	103.5	113
556925at33208a	Complete	OKRP01000540.1	79634	85443	-	36.4	70
557292at33208a	Complete	OKRP01000387.1	110686	111405	-	240.9	184
557596at33208a	Duplicated	OKRP01000146.1	46885	49671	-	325.5	179
557596at33208a	Duplicated	OKRP01000300.1	121097	124011	+	307.4	179
557694at33208a	Fragmented	OKRP01013741.1	1786	2139	-	58.5	103
557834at33208a	Complete	OKRP01000034.1	168272	185900	+	279.1	379
557962at33208a	Complete	OKRP01001412.1	68578	72914	-	238.9	179
558368at33208a	Complete	OKRP01000954.1	53676	56900	+	250.1	178
558385at33208a	Complete	OKRP01000215.1	270425	283639	-	207.2	166
558552at33208a	Complete	OKRP01000052.1	406102	410288	+	230.0	124
558791at33208a	Complete	OKRP01000676.1	50125	52918	+	213.5	123
558897at33208a	Complete	OKRP01001413.1	50513	57157	+	184.0	148
558933at33208a	Fragmented	OKRP01000489.1	47750	50135	+	113.1	110
559146at33208a	Complete	OKRP01000289.1	224971	227686	+	84.8	86
559501at33208a	Missing
559576at33208a	Complete	OKRP01000375.1	106526	117009	+	225.8	201
559732at33208a	Complete	OKRP01000472.1	84620	85156	+	50.4	107
559883at33208a	Complete	OKRP01000543.1	51376	54981	+	212.7	137
560453at33208a	Fragmented	OKRP01011066.1	75	1564	-	160.9	89
560566at33208a	Missing
560584at33208a	Complete	OKRP01000007.1	535785	540940	-	126.2	86
560694at33208a	Fragmented	OKRP01001305.1	39172	39615	+	157.4	123
561054at33208a	Fragmented	OKRP01000512.1	128857	129454	-	76.8	59
561248at33208a	Complete	OKRP01000409.1	173725	175071	+	162.9	231
561417at33208a	Complete	OKRP01000481.1	117906	120573	+	190.3	124
561688at33208a	Missing
561878at33208a	Complete	OKRP01000595.1	42236	43126	+	257.9	208
561943at33208a	Fragmented	OKRP01000975.1	65363	71068	+	96.2	75
562780at33208a	Complete	OKRP01000645.1	93353	130647	-	135.0	226
563084at33208a	Complete	OKRP01000537.1	24727	25077	-	70.4	79
563358at33208a	Complete	OKRP01000805.1	115138	124171	+	131.0	145
563359at33208a	Complete	OKRP01002543.1	26625	38362	+	121.8	165
563426at33208a	Complete	OKRP01001600.1	50024	65872	+	188.5	262
563679at33208a	Missing
563832at33208a	Complete	OKRP01000035.1	242235	242834	+	129.2	133
564234at33208a	Fragmented	OKRP01013896.1	544	1842	-	130.8	89
564286at33208a	Complete	OKRP01000619.1	42170	44969	+	192.7	162
565053at33208a	Complete	OKRP01000595.1	156676	174076	+	130.0	138
566026at33208a	Fragmented	OKRP01001953.1	34566	41087	-	87.4	101
566116at33208a	Complete	OKRP01000684.1	6499	12353	-	311.3	183
566262at33208a	Complete	OKRP01000265.1	29422	31689	-	116.8	100
566447at33208a	Fragmented	OKRP01001052.1	31685	34194	+	142.9	113
566527at33208a	Missing
566916at33208a	Complete	OKRP01000150.1	235433	241889	-	61.3	107
567650at33208a	Complete	OKRP01000246.1	15604	16548	-	172.3	514
567750at33208a	Complete	OKRP01000241.1	183488	195972	+	135.6	103
567809at33208a	Missing
568022at33208a	Missing
568170at33208a	Fragmented	OKRP01006445.1	581	5129	+	135.0	132
568839at33208a	Fragmented	OKRP01000786.1	89555	92409	-	112.2	141
568949at33208a	Complete	OKRP01000003.1	25896	30563	+	226.9	156
569294at33208a	Missing
569303at33208a	Complete	OKRP01000179.1	211353	221532	-	264.3	234
569812at33208a	Missing
569878at33208a	Complete	OKRP01000333.1	200329	207078	+	139.4	294
570262at33208a	Complete	OKRP01000198.1	267619	281934	+	250.3	170
570646at33208a	Missing
570717at33208a	Complete	OKRP01000130.1	203373	207560	-	194.2	144
571149at33208a	Complete	OKRP01001772.1	64674	65599	+	79.2	91
571944at33208a	Fragmented	OKRP01001198.1	56414	63817	-	72.9	75
572074at33208a	Complete	OKRP01000601.1	53944	54993	+	167.3	198
572434at33208a	Complete	OKRP01000557.1	132115	137190	-	238.5	161
572463at33208a	Complete	OKRP01003247.1	8913	25279	+	255.4	222
572754at33208a	Complete	OKRP01000366.1	118757	126052	+	166.1	123
572845at33208a	Complete	OKRP01005150.1	695	4673	-	213.0	159
573203at33208a	Complete	OKRP01000138.1	295468	296838	+	312.4	301
573237at33208a	Missing
573313at33208a	Duplicated	OKRP01001339.1	42862	53779	+	236.9	247
573313at33208a	Duplicated	OKRP01005344.1	2972	3790	+	206.8	290
574311at33208a	Complete	OKRP01001232.1	14888	17805	-	56.3	74
575360at33208a	Missing
576633at33208a	Complete	OKRP01000233.1	247810	256745	-	270.8	156
576938at33208a	Complete	OKRP01000046.1	323349	328675	+	106.2	95
576997at33208a	Missing
577068at33208a	Complete	OKRP01000037.1	69542	72056	-	216.4	238
577339at33208a	Fragmented	OKRP01000044.1	304749	305903	-	90.3	53
577929at33208a	Fragmented	OKRP01001430.1	40902	44549	+	40.8	46
578354at33208a	Fragmented	OKRP01008399.1	47	1245	+	138.2	84
578582at33208a	Fragmented	OKRP01000210.1	41576	43933	-	203.1	102
578684at33208a	Fragmented	OKRP01000091.1	186786	192533	+	104.8	122
578726at33208a	Complete	OKRP01000004.1	152239	163795	-	225.4	174
578734at33208a	Missing
578959at33208a	Missing
579029at33208a	Complete	OKRP01000041.1	322332	326381	+	133.0	137
580062at33208a	Fragmented	OKRP01000118.1	149163	158358	+	85.6	81
580288at33208a	Fragmented	OKRP01007567.1	2	3203	+	91.3	55
580851at33208a	Complete	OKRP01001306.1	20575	23141	+	20.6	106
580896at33208a	Complete	OKRP01000193.1	272285	304616	-	235.7	248
581006at33208a	Complete	OKRP01000005.1	109032	114949	+	142.8	123
581475at33208a	Complete	OKRP01001198.1	76551	84038	+	133.2	132
581543at33208a	Complete	OKRP01000599.1	168194	176592	+	114.9	128
581547at33208a	Complete	OKRP01000403.1	80922	83953	-	247.9	150
581621at33208a	Complete	OKRP01000040.1	308874	316030	+	290.7	160
581717at33208a	Complete	OKRP01000321.1	155984	165400	+	205.0	227
581779at33208a	Complete	OKRP01000395.1	162111	164461	-	142.1	204
582265at33208a	Fragmented	OKRP01001438.1	42495	45156	+	67.0	65
582341at33208a	Fragmented	OKRP01000311.1	1327	3498	+	151.2	78
582473at33208a	Complete	OKRP01000839.1	107944	112300	+	223.4	159
582823at33208a	Missing
582951at33208a	Missing
583626at33208a	Fragmented	OKRP01003554.1	15068	16124	+	59.8	97
584023at33208a	Fragmented	OKRP01000920.1	75730	77878	-	66.4	64
584333at33208a	Complete	OKRP01001106.1	141168	141785	+	87.7	115
584373at33208a	Complete	OKRP01001833.1	18232	18609	+	62.2	69
585078at33208a	Fragmented	OKRP01004499.1	25302	27032	+	55.0	51
585232at33208a	Complete	OKRP01000644.1	81585	84328	-	139.7	106
585305at33208a	Complete	OKRP01000514.1	111085	113761	-	82.9	74
585313at33208a	Complete	OKRP01000058.1	54206	57507	-	217.3	143
585656at33208a	Duplicated	OKRP01002728.1	1246	4125	-	196.6	150
585656at33208a	Duplicated	OKRP01004075.1	3487	7962	+	196.2	150
585726at33208a	Complete	OKRP01000072.1	108444	109418	+	195.5	155
585809at33208a	Complete	OKRP01000467.1	90495	99219	+	204.9	194
586156at33208a	Fragmented	OKRP01004597.1	814	2492	+	63.2	62
586310at33208a	Complete	OKRP01000226.1	58674	60056	-	141.1	155
586690at33208a	Complete	OKRP01008485.1	932	3087	-	141.8	91
586719at33208a	Missing
587399at33208a	Complete	OKRP01000087.1	320404	325933	+	134.1	139
587407at33208a	Complete	OKRP01000525.1	32278	36737	+	120.1	133
587513at33208a	Missing
587688at33208a	Fragmented	OKRP01000016.1	687072	687203	-	49.7	37
587958at33208a	Complete	OKRP01003861.1	722	3131	+	152.2	70
589773at33208a	Complete	OKRP01001004.1	44149	44394	-	74.6	54
589901at33208a	Fragmented	OKRP01002018.1	57737	61191	-	185.6	144
590221at33208a	Complete	OKRP01000403.1	52102	55324	-	82.5	94
590347at33208a	Missing
590416at33208a	Fragmented	OKRP01003832.1	13568	16862	+	188.1	112
590470at33208a	Fragmented	OKRP01013029.1	501	1855	+	64.2	77
591316at33208a	Complete	OKRP01000355.1	112823	115800	+	144.2	118
591391at33208a	Fragmented	OKRP01004191.1	26774	28447	+	111.4	80
591498at33208a	Complete	OKRP01001004.1	36687	40453	+	141.0	162
592087at33208a	Missing
592094at33208a	Complete	OKRP01000475.1	155279	160575	-	243.5	177
592759at33208a	Fragmented	OKRP01001272.1	27854	30978	-	141.1	85
592872at33208a	Fragmented	OKRP01001999.1	34458	37775	-	87.1	81
594172at33208a	Complete	OKRP01003179.1	18953	22275	-	186.6	98
594271at33208a	Complete	OKRP01000508.1	42119	46182	-	44.8	92
594842at33208a	Fragmented	OKRP01000155.1	192374	195117	-	101.2	51
594937at33208a	Complete	OKRP01000088.1	177814	181591	-	76.5	106
595010at33208a	Complete	OKRP01000248.1	29200	31348	-	272.8	245
595316at33208a	Complete	OKRP01001288.1	56638	57204	-	178.6	131
