# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
424646at33208a	Duplicated	Pastreoides01747-RA:213-1376	139.9	233
427349at33208a	Complete	Pastreoides10805-RA:5-967	393.1	241
427789at33208a	Complete	Pastreoides08843-RA:0-1559	495.7	395
428202at33208a	Complete	Pastreoides49871-RA:3-1424	580.9	353
428754at33208a	Complete	Pastreoides46125-RA:0-1634	244.7	310
429011at33208a	Complete	Pastreoides51108-RA:0-734	138.7	168
429274at33208a	Missing
429751at33208a	Fragmented	Pastreoides01857-RA:39-518	84.3	103
430701at33208a	Fragmented	Pastreoides00833-RA:39-476	152.6	123
432050at33208a	Complete	Pastreoides61389-RA:111-983	363.8	231
432155at33208a	Fragmented	Pastreoides45115-RA:0-449	81.4	70
432287at33208a	Complete	Pastreoides35846-RA:448-2427	138.4	217
432522at33208a	Duplicated	Pastreoides41900-RA:0-464	136.0	126
432522at33208a	Duplicated	Pastreoides37128-RA:27-667	133.8	115
433216at33208a	Duplicated	Pastreoides29707-RA:70-1020	370.4	255
433216at33208a	Duplicated	Pastreoides30332-RA:9-827	338.5	233
433606at33208a	Missing
434068at33208a	Complete	Pastreoides07013-RA:84-2120	541.4	416
434863at33208a	Complete	Pastreoides24112-RA:24-752	268.7	223
435253at33208a	Complete	Pastreoides23551-RA:211-1935	181.6	271
435678at33208a	Complete	Pastreoides32100-RA:33-1391	329.4	340
435921at33208a	Complete	Pastreoides25066-RA:420-926	176.4	107
435939at33208a	Duplicated	Pastreoides36499-RA:0-980	181.5	165
435939at33208a	Duplicated	Pastreoides58254-RA:0-875	164.8	153
436007at33208a	Complete	Pastreoides40889-RA:0-1913	527.4	424
436098at33208a	Duplicated	Pastreoides39852-RA:0-887	239.3	200
436098at33208a	Duplicated	Pastreoides26125-RA:78-965	238.4	200
436539at33208a	Complete	Pastreoides25853-RA:36-923	207.5	179
437653at33208a	Complete	Pastreoides00677-RA:144-953	170.4	135
438133at33208a	Complete	Pastreoides10917-RA:21-1097	499.6	302
438433at33208a	Duplicated	Pastreoides19812-RA:0-773	374.6	201
438433at33208a	Duplicated	Pastreoides19291-RA:0-698	364.0	198
438453at33208a	Complete	Pastreoides00006-RA:0-765	205.0	201
439736at33208a	Complete	Pastreoides36030-RA:0-1487	531.2	364
440195at33208a	Fragmented	Pastreoides16773-RA:0-521	164.1	121
440493at33208a	Complete	Pastreoides24219-RA:0-1289	275.9	229
441575at33208a	Complete	Pastreoides09273-RA:60-1691	443.1	383
442169at33208a	Complete	Pastreoides41030-RA:27-1121	176.7	242
442203at33208a	Fragmented	Pastreoides32716-RA:60-683	218.3	138
442823at33208a	Complete	Pastreoides19920-RA:0-986	301.3	232
443305at33208a	Complete	Pastreoides09601-RA:0-971	266.9	245
443518at33208a	Complete	Pastreoides11676-RA:37-1035	368.4	239
443659at33208a	Complete	Pastreoides26576-RA:0-668	130.5	129
443928at33208a	Complete	Pastreoides16794-RA:0-1220	415.6	290
444160at33208a	Fragmented	Pastreoides12353-RA:0-479	153.9	127
444231at33208a	Complete	Pastreoides21313-RA:0-650	159.6	125
445031at33208a	Missing
445034at33208a	Missing
445091at33208a	Complete	Pastreoides39201-RA:201-1409	211.0	281
446000at33208a	Fragmented	Pastreoides25956-RA:0-527	155.1	116
446031at33208a	Duplicated	Pastreoides17398-RA:18-626	230.2	176
446031at33208a	Duplicated	Pastreoides51380-RA:18-626	230.2	176
447320at33208a	Complete	Pastreoides11698-RA:30-995	182.8	217
447400at33208a	Fragmented	Pastreoides36404-RA:102-560	76.3	67
448196at33208a	Fragmented	Pastreoides34715-RA:24-341	226.7	105
448514at33208a	Missing
449056at33208a	Complete	Pastreoides25135-RA:70-1092	253.3	207
449139at33208a	Complete	Pastreoides15668-RA:168-1460	472.9	315
449189at33208a	Complete	Pastreoides02825-RA:21-1208	334.7	339
450643at33208a	Complete	Pastreoides12107-RA:118-936	112.1	203
450785at33208a	Complete	Pastreoides54940-RA:51-557	135.3	95
451242at33208a	Complete	Pastreoides03185-RA:0-944	240.2	208
451957at33208a	Complete	Pastreoides15327-RA:15-1109	387.8	273
452208at33208a	Complete	Pastreoides02513-RA:3900-4643	258.9	185
452499at33208a	Duplicated	Pastreoides40123-RA:201-968	263.9	198
452499at33208a	Duplicated	Pastreoides52386-RA:0-815	234.9	188
452574at33208a	Complete	Pastreoides13095-RA:3-1145	439.2	313
453049at33208a	Complete	Pastreoides07583-RA:38-1075	154.5	278
453052at33208a	Complete	Pastreoides02425-RA:0-1442	419.4	325
453056at33208a	Duplicated	Pastreoides04034-RA:12-1328	500.3	350
453056at33208a	Duplicated	Pastreoides58926-RA:0-1313	495.3	368
453687at33208a	Fragmented	Pastreoides23088-RA:0-638	217.3	161
454911at33208a	Complete	Pastreoides38058-RA:0-2936	704.6	638
455512at33208a	Fragmented	Pastreoides35493-RA:87-619	107.6	112
455941at33208a	Complete	Pastreoides16096-RA:13-909	212.0	196
456998at33208a	Complete	Pastreoides53291-RA:0-875	201.1	216
457777at33208a	Complete	Pastreoides05096-RA:0-1190	458.6	319
458807at33208a	Complete	Pastreoides18563-RA:0-887	364.8	267
458974at33208a	Complete	Pastreoides38084-RA:150-1523	110.3	119
458988at33208a	Complete	Pastreoides56357-RA:0-1517	573.0	444
459253at33208a	Complete	Pastreoides18679-RA:24-899	328.5	213
460044at33208a	Complete	Pastreoides14285-RA:0-1124	375.6	297
460518at33208a	Complete	Pastreoides12528-RA:42-779	274.6	201
461123at33208a	Complete	Pastreoides02860-RA:0-971	168.5	217
461193at33208a	Complete	Pastreoides00995-RA:0-1055	221.2	187
462325at33208a	Duplicated	Pastreoides02268-RA:6-1121	182.2	294
462325at33208a	Duplicated	Pastreoides56790-RA:52-1167	181.3	294
462325at33208a	Duplicated	Pastreoides41327-RA:6-1121	179.6	294
462325at33208a	Duplicated	Pastreoides41328-RA:21-1097	158.2	294
462325at33208a	Duplicated	Pastreoides58868-RA:24-1157	156.9	296
462325at33208a	Duplicated	Pastreoides26201-RA:198-1187	155.2	276
462897at33208a	Complete	Pastreoides15856-RA:0-1526	437.2	366
463071at33208a	Fragmented	Pastreoides14497-RA:54-578	177.2	138
464204at33208a	Complete	Pastreoides06427-RA:315-908	296.5	191
464243at33208a	Complete	Pastreoides29779-RA:176-1000	73.7	103
464286at33208a	Complete	Pastreoides03284-RA:726-2060	277.0	285
464312at33208a	Complete	Pastreoides11963-RA:0-1436	269.3	314
464987at33208a	Complete	Pastreoides42946-RA:18-697	149.5	165
465092at33208a	Complete	Pastreoides44703-RA:36-935	281.8	220
465401at33208a	Complete	Pastreoides34245-RA:0-1036	259.8	211
465512at33208a	Complete	Pastreoides19432-RA:0-4694	892.3	800
465651at33208a	Duplicated	Pastreoides46183-RA:477-1100	128.7	147
465651at33208a	Duplicated	Pastreoides07023-RA:405-1085	128.6	147
465703at33208a	Complete	Pastreoides15775-RA:0-719	260.0	203
465933at33208a	Complete	Pastreoides22146-RA:36-1073	327.1	240
466616at33208a	Duplicated	Pastreoides01209-RA:48-1685	413.7	388
466616at33208a	Duplicated	Pastreoides01746-RA:0-1550	388.3	397
466942at33208a	Complete	Pastreoides20426-RA:9-1001	172.2	194
467106at33208a	Complete	Pastreoides19516-RA:24-1412	286.6	238
467142at33208a	Complete	Pastreoides54765-RA:567-1418	264.2	233
467744at33208a	Complete	Pastreoides35231-RA:84-1151	290.8	263
468248at33208a	Complete	Pastreoides18508-RA:0-1490	415.2	268
468359at33208a	Complete	Pastreoides37387-RA:0-1343	426.1	322
468631at33208a	Complete	Pastreoides20355-RA:48-947	165.4	166
468710at33208a	Missing
468757at33208a	Complete	Pastreoides24226-RA:0-2249	274.9	271
469367at33208a	Complete	Pastreoides23148-RA:0-1196	301.7	288
470197at33208a	Complete	Pastreoides30147-RA:0-1577	276.6	302
470523at33208a	Duplicated	Pastreoides56551-RA:3-638	146.1	176
470523at33208a	Duplicated	Pastreoides02182-RA:369-878	145.5	149
470523at33208a	Duplicated	Pastreoides06356-RA:474-1124	145.0	186
471608at33208a	Duplicated	Pastreoides43632-RA:24-863	317.3	214
471608at33208a	Duplicated	Pastreoides43652-RA:126-956	274.8	202
471787at33208a	Fragmented	Pastreoides15448-RA:45-386	95.0	74
472313at33208a	Missing
472352at33208a	Complete	Pastreoides51222-RA:19-1128	205.5	208
473106at33208a	Complete	Pastreoides14632-RA:0-818	196.2	226
474144at33208a	Fragmented	Pastreoides18499-RA:120-617	212.3	148
474302at33208a	Complete	Pastreoides01967-RA:106-1458	240.3	271
474387at33208a	Duplicated	Pastreoides40359-RA:164-1273	338.1	235
474387at33208a	Duplicated	Pastreoides57462-RA:164-1234	336.7	230
475826at33208a	Missing
476036at33208a	Complete	Pastreoides16781-RA:0-887	325.9	236
477052at33208a	Duplicated	Pastreoides28317-RA:0-1046	203.1	234
477052at33208a	Duplicated	Pastreoides58269-RA:0-947	187.9	218
477939at33208a	Complete	Pastreoides44900-RA:82-1488	253.0	250
477998at33208a	Complete	Pastreoides47238-RA:27-1613	218.6	310
478073at33208a	Complete	Pastreoides60406-RA:81-821	329.1	226
478984at33208a	Complete	Pastreoides30662-RA:105-1367	314.8	241
480700at33208a	Complete	Pastreoides30627-RA:0-638	158.0	137
480735at33208a	Complete	Pastreoides06966-RA:17-979	249.0	247
481557at33208a	Complete	Pastreoides27017-RA:6-755	129.7	145
482691at33208a	Complete	Pastreoides41740-RA:82-1173	409.9	272
483489at33208a	Complete	Pastreoides18590-RA:0-1012	255.8	243
485003at33208a	Complete	Pastreoides42947-RA:7-750	184.6	188
485696at33208a	Complete	Pastreoides11402-RA:3-734	193.4	211
486370at33208a	Complete	Pastreoides43816-RA:0-1046	267.8	266
486431at33208a	Complete	Pastreoides36062-RA:0-2156	277.7	364
486743at33208a	Duplicated	Pastreoides35349-RA:0-794	157.0	190
486743at33208a	Duplicated	Pastreoides25221-RA:0-791	154.9	192
486993at33208a	Complete	Pastreoides15279-RA:144-1091	224.1	196
487873at33208a	Missing
487987at33208a	Complete	Pastreoides02426-RA:6-605	170.2	148
488559at33208a	Complete	Pastreoides33484-RA:8-655	209.3	169
488635at33208a	Complete	Pastreoides06917-RA:57-839	288.8	228
489359at33208a	Fragmented	Pastreoides21187-RA:240-485	100.7	62
489858at33208a	Complete	Pastreoides24439-RA:69-914	149.1	134
489997at33208a	Complete	Pastreoides56524-RA:0-1067	268.6	280
490248at33208a	Fragmented	Pastreoides39355-RA:0-368	110.4	77
490961at33208a	Complete	Pastreoides11123-RA:57-1010	172.6	212
491252at33208a	Complete	Pastreoides09391-RA:75-779	190.5	166
491289at33208a	Complete	Pastreoides34673-RA:0-836	234.4	242
492033at33208a	Complete	Pastreoides21282-RA:0-614	238.3	154
493148at33208a	Complete	Pastreoides03329-RA:0-1268	128.9	215
493505at33208a	Complete	Pastreoides32700-RA:51-725	318.6	188
493913at33208a	Complete	Pastreoides23287-RA:15-1358	404.7	383
494057at33208a	Complete	Pastreoides09183-RA:0-557	179.3	160
495100at33208a	Complete	Pastreoides44965-RA:90-914	302.9	165
495175at33208a	Complete	Pastreoides28573-RA:37-771	223.2	181
495207at33208a	Complete	Pastreoides22754-RA:13-669	213.2	163
495311at33208a	Missing
495329at33208a	Complete	Pastreoides26194-RA:0-680	210.0	178
495389at33208a	Missing
495605at33208a	Complete	Pastreoides24961-RA:88-720	312.6	205
495802at33208a	Missing
495926at33208a	Missing
496070at33208a	Missing
496219at33208a	Complete	Pastreoides50630-RA:0-809	339.7	230
498535at33208a	Complete	Pastreoides29093-RA:123-971	371.4	217
500261at33208a	Duplicated	Pastreoides55871-RA:18-1289	325.8	294
500261at33208a	Duplicated	Pastreoides42282-RA:48-965	290.8	255
500808at33208a	Complete	Pastreoides08436-RA:33-1202	414.3	308
501396at33208a	Duplicated	Pastreoides18024-RA:0-695	305.1	168
501396at33208a	Duplicated	Pastreoides59090-RA:0-659	299.9	168
501546at33208a	Complete	Pastreoides53574-RA:0-551	134.1	117
501788at33208a	Complete	Pastreoides04724-RA:0-656	157.7	135
502128at33208a	Complete	Pastreoides05036-RA:93-980	252.5	203
502407at33208a	Duplicated	Pastreoides52997-RA:12-677	199.7	153
502407at33208a	Duplicated	Pastreoides14945-RA:6-641	190.2	141
502429at33208a	Complete	Pastreoides25569-RA:0-560	265.7	178
502584at33208a	Complete	Pastreoides06432-RA:130-954	119.0	239
502691at33208a	Complete	Pastreoides38100-RA:25-706	338.4	201
503333at33208a	Duplicated	Pastreoides21981-RA:3-1145	446.6	266
503333at33208a	Duplicated	Pastreoides60832-RA:3-1145	446.6	266
503828at33208a	Complete	Pastreoides13041-RA:2-958	141.8	128
504207at33208a	Complete	Pastreoides47215-RA:33-1175	441.0	309
504292at33208a	Complete	Pastreoides07760-RA:10-822	230.3	187
504691at33208a	Missing
504731at33208a	Complete	Pastreoides23720-RA:72-698	283.3	190
504912at33208a	Complete	Pastreoides18675-RA:0-884	85.5	118
505248at33208a	Complete	Pastreoides03375-RA:0-602	244.8	169
505718at33208a	Complete	Pastreoides53882-RA:210-947	15.4	102
508188at33208a	Fragmented	Pastreoides43531-RA:0-785	112.8	139
508379at33208a	Complete	Pastreoides16253-RA:24-494	124.7	104
508986at33208a	Complete	Pastreoides07564-RA:3-755	93.3	192
509494at33208a	Complete	Pastreoides08709-RA:0-506	208.3	144
509816at33208a	Complete	Pastreoides42285-RA:0-740	201.5	160
510174at33208a	Complete	Pastreoides03314-RA:6-1073	316.9	249
510522at33208a	Fragmented	Pastreoides18206-RA:42-464	109.5	113
510581at33208a	Complete	Pastreoides25854-RA:87-962	272.9	232
511272at33208a	Fragmented	Pastreoides19776-RA:140-985	104.5	128
511386at33208a	Complete	Pastreoides58763-RA:0-1640	452.7	440
511575at33208a	Complete	Pastreoides20879-RA:44-592	265.9	152
511668at33208a	Missing
514121at33208a	Complete	Pastreoides12805-RA:10-825	269.5	213
514296at33208a	Duplicated	Pastreoides41315-RA:0-554	234.4	135
514296at33208a	Duplicated	Pastreoides51760-RA:0-554	234.4	135
514565at33208a	Complete	Pastreoides21419-RA:12-671	369.6	190
514675at33208a	Complete	Pastreoides09202-RA:15-773	234.2	202
514698at33208a	Fragmented	Pastreoides51361-RA:0-410	90.5	94
514724at33208a	Fragmented	Pastreoides43340-RA:0-656	60.6	80
514727at33208a	Complete	Pastreoides07996-RA:141-1007	72.7	175
514740at33208a	Fragmented	Pastreoides48386-RA:0-308	92.5	80
514834at33208a	Duplicated	Pastreoides39574-RA:60-851	110.9	165
514834at33208a	Duplicated	Pastreoides12463-RA:0-770	107.2	151
514892at33208a	Duplicated	Pastreoides50746-RA:71-769	326.4	197
514892at33208a	Duplicated	Pastreoides58197-RA:71-844	323.8	206
515058at33208a	Complete	Pastreoides04853-RA:6-1346	335.4	342
515377at33208a	Complete	Pastreoides56273-RA:103-945	180.5	182
515410at33208a	Complete	Pastreoides28411-RA:6-800	188.2	145
515425at33208a	Complete	Pastreoides02904-RA:0-968	177.0	194
515528at33208a	Fragmented	Pastreoides36805-RA:3-335	101.8	93
515640at33208a	Duplicated	Pastreoides34475-RA:0-728	336.2	194
515640at33208a	Duplicated	Pastreoides48851-RA:0-728	336.2	194
516078at33208a	Complete	Pastreoides60709-RA:0-785	204.1	207
516321at33208a	Duplicated	Pastreoides47258-RA:0-458	234.6	132
516321at33208a	Duplicated	Pastreoides30900-RA:0-503	234.4	132
516481at33208a	Fragmented	Pastreoides05591-RA:9-512	68.2	94
516659at33208a	Complete	Pastreoides44664-RA:0-926	115.5	178
516716at33208a	Fragmented	Pastreoides39897-RA:0-1307	153.9	210
517311at33208a	Complete	Pastreoides41335-RA:67-921	200.0	155
517525at33208a	Duplicated	Pastreoides30748-RA:57-881	199.1	252
517525at33208a	Duplicated	Pastreoides31719-RA:18-824	182.7	256
517686at33208a	Complete	Pastreoides02905-RA:17-394	135.6	99
517968at33208a	Complete	Pastreoides44547-RA:18-344	81.5	82
518288at33208a	Missing
518569at33208a	Complete	Pastreoides15603-RA:294-1124	53.3	210
518635at33208a	Complete	Pastreoides02334-RA:0-1607	448.8	347
519030at33208a	Fragmented	Pastreoides21128-RA:24-383	126.9	88
519303at33208a	Duplicated	Pastreoides58832-RA:0-1522	420.2	336
519303at33208a	Duplicated	Pastreoides58010-RA:0-1523	416.2	336
519777at33208a	Complete	Pastreoides18156-RA:0-905	211.2	208
520011at33208a	Complete	Pastreoides52756-RA:3-563	129.5	149
521343at33208a	Complete	Pastreoides23337-RA:174-845	122.1	137
522886at33208a	Fragmented	Pastreoides08742-RA:15-350	138.5	90
522988at33208a	Fragmented	Pastreoides08592-RA:30-1178	221.7	215
523206at33208a	Duplicated	Pastreoides46948-RA:489-1733	137.2	96
523206at33208a	Duplicated	Pastreoides47904-RA:489-1688	134.7	112
523376at33208a	Complete	Pastreoides02972-RA:78-863	210.7	205
523534at33208a	Fragmented	Pastreoides38188-RA:69-278	75.2	50
524148at33208a	Duplicated	Pastreoides42795-RA:0-2015	387.5	311
524148at33208a	Duplicated	Pastreoides01773-RA:0-1703	350.3	253
524165at33208a	Complete	Pastreoides58301-RA:26-2164	281.7	350
524322at33208a	Complete	Pastreoides03601-RA:126-641	141.1	128
525542at33208a	Duplicated	Pastreoides37429-RA:65-790	194.6	186
525542at33208a	Duplicated	Pastreoides50534-RA:65-790	194.6	186
525888at33208a	Fragmented	Pastreoides25482-RA:39-350	105.9	85
526074at33208a	Complete	Pastreoides20362-RA:210-1034	279.6	167
526487at33208a	Complete	Pastreoides07312-RA:78-686	277.7	182
526673at33208a	Complete	Pastreoides54027-RA:120-950	296.4	224
526839at33208a	Missing
527406at33208a	Fragmented	Pastreoides36567-RA:3-464	258.7	129
528325at33208a	Complete	Pastreoides16244-RA:0-524	283.7	158
529092at33208a	Complete	Pastreoides03807-RA:0-539	126.7	79
529093at33208a	Complete	Pastreoides32197-RA:66-716	231.4	207
529708at33208a	Complete	Pastreoides02511-RA:3-956	240.6	231
529852at33208a	Complete	Pastreoides11864-RA:1-687	163.8	160
530431at33208a	Complete	Pastreoides23350-RA:0-1952	421.9	378
532406at33208a	Complete	Pastreoides34527-RA:0-440	191.0	131
532693at33208a	Complete	Pastreoides17715-RA:90-1316	267.4	226
532728at33208a	Complete	Pastreoides31402-RA:6-533	150.1	127
532930at33208a	Complete	Pastreoides13375-RA:0-656	212.4	184
533666at33208a	Complete	Pastreoides01647-RA:123-980	96.2	180
533690at33208a	Complete	Pastreoides28110-RA:0-914	263.6	182
534172at33208a	Complete	Pastreoides30898-RA:119-943	249.5	207
534206at33208a	Missing
534312at33208a	Complete	Pastreoides16061-RA:0-503	253.8	133
534757at33208a	Complete	Pastreoides23199-RA:5-841	165.3	180
534808at33208a	Missing
535268at33208a	Complete	Pastreoides09965-RA:0-617	300.2	176
535367at33208a	Complete	Pastreoides33156-RA:0-932	197.6	163
535524at33208a	Duplicated	Pastreoides57038-RA:0-539	273.0	160
535524at33208a	Duplicated	Pastreoides33572-RA:0-503	271.7	160
535650at33208a	Complete	Pastreoides28908-RA:0-611	269.3	158
535664at33208a	Complete	Pastreoides64582-RA:0-383	129.8	99
535782at33208a	Missing
535806at33208a	Complete	Pastreoides27708-RA:42-875	167.9	132
536251at33208a	Complete	Pastreoides63162-RA:33-602	153.7	125
537470at33208a	Complete	Pastreoides38476-RA:45-686	258.9	153
537548at33208a	Complete	Pastreoides08078-RA:369-1157	259.7	171
537718at33208a	Missing
537923at33208a	Missing
538442at33208a	Complete	Pastreoides35280-RA:0-536	157.9	139
539043at33208a	Complete	Pastreoides22140-RA:0-515	231.0	148
539215at33208a	Complete	Pastreoides37242-RA:9-701	200.8	156
539234at33208a	Fragmented	Pastreoides45775-RA:15-344	138.2	87
539360at33208a	Complete	Pastreoides44449-RA:0-683	187.4	164
539600at33208a	Complete	Pastreoides26345-RA:0-545	185.5	137
540193at33208a	Complete	Pastreoides29672-RA:180-695	174.8	137
541231at33208a	Complete	Pastreoides17933-RA:2-538	52.8	166
541260at33208a	Complete	Pastreoides10658-RA:27-629	91.3	74
541421at33208a	Missing
543124at33208a	Complete	Pastreoides52631-RA:286-1316	201.0	205
543269at33208a	Fragmented	Pastreoides49132-RA:126-374	87.0	80
544546at33208a	Complete	Pastreoides27707-RA:0-698	98.8	130
544849at33208a	Duplicated	Pastreoides58748-RA:1187-1732	180.9	137
544849at33208a	Duplicated	Pastreoides35268-RA:1130-1705	180.6	137
544919at33208a	Complete	Pastreoides30641-RA:36-1277	183.4	270
545063at33208a	Complete	Pastreoides33510-RA:39-923	157.8	208
545389at33208a	Complete	Pastreoides01171-RA:94-654	257.7	157
545641at33208a	Complete	Pastreoides56762-RA:0-422	213.8	121
545744at33208a	Complete	Pastreoides57157-RA:59-373	62.7	89
545889at33208a	Duplicated	Pastreoides37880-RA:29-622	167.2	138
545889at33208a	Duplicated	Pastreoides44282-RA:29-628	167.1	138
546305at33208a	Complete	Pastreoides03237-RA:33-785	87.7	86
546751at33208a	Complete	Pastreoides18115-RA:0-938	223.6	174
547099at33208a	Missing
547341at33208a	Complete	Pastreoides21542-RA:250-936	177.9	199
547766at33208a	Complete	Pastreoides21497-RA:9-680	231.8	132
548327at33208a	Complete	Pastreoides02260-RA:0-668	135.0	120
548444at33208a	Complete	Pastreoides17281-RA:114-884	245.5	192
548732at33208a	Complete	Pastreoides20046-RA:243-719	139.6	118
549156at33208a	Complete	Pastreoides52074-RA:90-539	175.9	124
549988at33208a	Complete	Pastreoides01832-RA:474-1187	113.1	164
551166at33208a	Complete	Pastreoides16240-RA:0-425	156.9	100
551620at33208a	Complete	Pastreoides18454-RA:0-1151	174.1	226
551632at33208a	Complete	Pastreoides03506-RA:6-707	248.1	202
551831at33208a	Complete	Pastreoides00325-RA:0-1691	296.3	204
552201at33208a	Complete	Pastreoides60020-RA:67-675	313.5	156
552359at33208a	Complete	Pastreoides16055-RA:159-707	152.7	118
552764at33208a	Complete	Pastreoides03031-RA:0-722	324.2	169
552949at33208a	Complete	Pastreoides33947-RA:0-1142	97.7	240
553411at33208a	Complete	Pastreoides22481-RA:0-878	148.8	162
553585at33208a	Complete	Pastreoides51997-RA:38-679	268.1	198
554010at33208a	Complete	Pastreoides22087-RA:74-799	288.2	196
554815at33208a	Complete	Pastreoides02462-RA:81-599	240.9	148
555162at33208a	Complete	Pastreoides26508-RA:71-1057	227.9	149
555390at33208a	Complete	Pastreoides58025-RA:103-597	237.4	129
555538at33208a	Fragmented	Pastreoides28968-RA:39-560	105.9	93
556039at33208a	Missing
556189at33208a	Complete	Pastreoides07671-RA:0-707	168.8	186
556337at33208a	Complete	Pastreoides27429-RA:65-508	206.5	124
556445at33208a	Complete	Pastreoides25784-RA:46-555	97.3	105
556461at33208a	Complete	Pastreoides38011-RA:39-431	88.4	94
556510at33208a	Complete	Pastreoides07429-RA:0-569	191.4	129
556587at33208a	Complete	Pastreoides46808-RA:30-401	126.4	101
556750at33208a	Missing
556925at33208a	Complete	Pastreoides07111-RA:30-1556	73.8	73
557292at33208a	Complete	Pastreoides23219-RA:552-1859	87.3	180
557596at33208a	Duplicated	Pastreoides05182-RA:30-671	325.2	179
557596at33208a	Duplicated	Pastreoides48320-RA:18-656	300.7	179
557694at33208a	Missing
557834at33208a	Complete	Pastreoides01432-RA:0-1628	257.2	259
557962at33208a	Complete	Pastreoides44019-RA:51-683	272.1	219
558368at33208a	Fragmented	Pastreoides09581-RA:0-494	168.9	118
558385at33208a	Fragmented	Pastreoides38417-RA:45-395	184.8	107
558552at33208a	Fragmented	Pastreoides31734-RA:142-479	126.2	94
558791at33208a	Complete	Pastreoides23343-RA:43-513	238.9	126
558897at33208a	Complete	Pastreoides46313-RA:87-617	187.9	148
558933at33208a	Complete	Pastreoides22980-RA:67-792	234.2	179
559146at33208a	Duplicated	Pastreoides02229-RA:96-557	90.8	91
559146at33208a	Duplicated	Pastreoides40252-RA:157-552	86.7	84
559501at33208a	Complete	Pastreoides34073-RA:0-794	279.8	215
559576at33208a	Complete	Pastreoides33851-RA:27-1103	258.2	268
559732at33208a	Complete	Pastreoides44286-RA:9-395	45.0	79
559883at33208a	Complete	Pastreoides47651-RA:132-674	240.4	159
560453at33208a	Fragmented	Pastreoides43803-RA:0-365	148.2	86
560566at33208a	Missing
560584at33208a	Fragmented	Pastreoides35104-RA:12-419	66.1	59
560694at33208a	Complete	Pastreoides04612-RA:0-917	242.9	239
561054at33208a	Complete	Pastreoides16014-RA:0-647	161.2	129
561248at33208a	Missing
561417at33208a	Duplicated	Pastreoides31064-RA:0-449	190.4	124
561417at33208a	Duplicated	Pastreoides50762-RA:0-449	190.4	124
561688at33208a	Complete	Pastreoides18696-RA:3-491	134.2	143
561878at33208a	Missing
561943at33208a	Complete	Pastreoides04436-RA:0-968	326.6	236
562780at33208a	Complete	Pastreoides47607-RA:3-434	187.2	116
563084at33208a	Fragmented	Pastreoides23591-RA:3-161	49.7	39
563358at33208a	Duplicated	Pastreoides18460-RA:43-828	160.2	153
563358at33208a	Duplicated	Pastreoides63532-RA:33-833	160.2	155
563359at33208a	Complete	Pastreoides10466-RA:89-733	152.9	165
563426at33208a	Complete	Pastreoides07074-RA:168-1010	184.9	177
563679at33208a	Complete	Pastreoides04066-RA:98-568	141.7	101
563832at33208a	Missing
564234at33208a	Complete	Pastreoides17802-RA:8-646	190.6	146
564286at33208a	Complete	Pastreoides24799-RA:1-1038	172.7	134
565053at33208a	Complete	Pastreoides44400-RA:15-992	133.0	138
566026at33208a	Complete	Pastreoides43929-RA:16-855	200.1	162
566116at33208a	Complete	Pastreoides15273-RA:19-753	330.5	215
566262at33208a	Complete	Pastreoides37642-RA:128-400	112.3	82
566447at33208a	Complete	Pastreoides07136-RA:0-842	144.0	153
566527at33208a	Complete	Pastreoides26450-RA:0-734	255.3	186
566916at33208a	Fragmented	Pastreoides06177-RA:0-389	15.4	32
567650at33208a	Complete	Pastreoides37430-RA:6-1118	185.2	201
567750at33208a	Fragmented	Pastreoides17892-RA:87-302	81.5	54
567809at33208a	Complete	Pastreoides38570-RA:0-524	164.3	121
568022at33208a	Complete	Pastreoides18973-RA:10-564	216.6	151
568170at33208a	Complete	Pastreoides34056-RA:0-773	179.5	166
568839at33208a	Duplicated	Pastreoides55243-RA:9-833	155.2	194
568839at33208a	Duplicated	Pastreoides51287-RA:9-854	132.1	205
568949at33208a	Complete	Pastreoides34876-RA:0-512	238.0	158
569294at33208a	Fragmented	Pastreoides33023-RA:6-197	81.6	54
569303at33208a	Fragmented	Pastreoides37047-RA:18-314	155.2	93
569812at33208a	Fragmented	Pastreoides38885-RA:36-755	143.5	140
569878at33208a	Complete	Pastreoides09513-RA:0-902	179.8	257
570262at33208a	Complete	Pastreoides30359-RA:0-779	258.9	174
570646at33208a	Complete	Pastreoides16506-RA:1005-1538	149.0	117
570717at33208a	Complete	Pastreoides13820-RA:80-547	189.5	145
571149at33208a	Complete	Pastreoides15272-RA:0-476	90.2	110
571944at33208a	Complete	Pastreoides05454-RA:0-539	106.6	159
572074at33208a	Missing
572434at33208a	Complete	Pastreoides14683-RA:24-671	224.6	165
572463at33208a	Duplicated	Pastreoides53191-RA:15-911	289.4	223
572463at33208a	Duplicated	Pastreoides45530-RA:15-938	273.7	195
572754at33208a	Complete	Pastreoides27063-RA:57-521	169.5	123
572845at33208a	Missing
573203at33208a	Missing
573237at33208a	Complete	Pastreoides31140-RA:11-1024	252.5	229
573313at33208a	Duplicated	Pastreoides19247-RA:729-1601	199.9	314
573313at33208a	Duplicated	Pastreoides12654-RA:3027-3869	196.7	271
573313at33208a	Duplicated	Pastreoides27769-RA:729-1580	191.1	313
