# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
5951at33208a	Missing
363840at33208a	Duplicated	c243777_g3_i4:165-2156	307.7	304
363851at33208a	Duplicated	c251783_g1_i1:861-2456	359.3	311
363851at33208a	Duplicated	c251783_g1_i2:312-1907	359.3	311
363851at33208a	Duplicated	c251783_g1_i5:844-2439	359.3	311
363851at33208a	Duplicated	c251783_g1_i3:525-1784	355.4	288
363851at33208a	Duplicated	c251783_g1_i7:137-1207	347.3	267
364383at33208a	Duplicated	c262049_g1_i4:1-1101	429.5	313
364383at33208a	Duplicated	c262049_g1_i6:1-1606	423.7	313
364694at33208a	Complete	c262152_g1_i1:1470-3393	745.5	519
365323at33208a	Missing
365561at33208a	Fragmented	c234870_g1_i1:167-964	383.1	228
365691at33208a	Complete	c228414_g3_i11:164-982	281.3	237
366124at33208a	Missing
366814at33208a	Duplicated	c232547_g1_i5:221-916	354.6	194
366814at33208a	Duplicated	c232547_g1_i4:221-949	354.4	194
366936at33208a	Complete	c237839_g1_i2:0-635	426.4	202
367493at33208a	Fragmented	c196999_g1_i4:177-1043	168.0	174
367551at33208a	Complete	c259260_g2_i10:1-1059	567.4	334
367596at33208a	Fragmented	c253657_g1_i4:376-1434	235.9	268
367957at33208a	Duplicated	c230421_g2_i1:252-1175	410.1	246
367957at33208a	Duplicated	c230421_g2_i5:70-984	400.0	234
367957at33208a	Duplicated	c230421_g2_i12:12-725	382.1	203
368565at33208a	Fragmented	c252654_g2_i2:0-518	209.9	138
368670at33208a	Fragmented	c262120_g1_i1:3-644	231.7	147
368875at33208a	Complete	c249900_g1_i3:226-960	251.3	197
371241at33208a	Duplicated	c252047_g2_i2:1010-1795	243.1	175
371241at33208a	Duplicated	c252047_g2_i5:1010-1744	243.1	175
371297at33208a	Duplicated	c229326_g1_i1:21-653	356.2	201
371297at33208a	Duplicated	c255011_g3_i3:109-1161	354.8	323
371297at33208a	Duplicated	c255011_g3_i5:85-1128	354.7	323
371526at33208a	Missing
372257at33208a	Duplicated	c226623_g5_i3:222-1124	91.3	170
372257at33208a	Duplicated	c226623_g5_i2:222-1508	89.9	170
372707at33208a	Fragmented	c250506_g2_i2:289-759	253.9	132
373040at33208a	Fragmented	c267622_g3_i2:2-736	353.4	193
376982at33208a	Duplicated	c246974_g1_i9:97-1026	484.5	251
376982at33208a	Duplicated	c246974_g1_i4:132-872	415.6	197
376982at33208a	Duplicated	c232158_g1_i2:162-1025	412.3	250
378033at33208a	Duplicated	c266467_g1_i2:204-1343	277.3	280
378033at33208a	Duplicated	c266467_g1_i1:21-1127	275.6	277
378316at33208a	Duplicated	c239582_g3_i12:15-1115	358.0	208
378316at33208a	Duplicated	c239582_g3_i1:15-999	358.0	208
378768at33208a	Fragmented	c244788_g6_i4:196-897	315.7	185
378913at33208a	Fragmented	c247640_g4_i9:289-891	157.2	116
379076at33208a	Complete	c239937_g5_i4:19-633	153.6	147
379636at33208a	Fragmented	c215459_g5_i6:2-535	210.9	156
379771at33208a	Duplicated	c242012_g2_i7:486-1484	196.7	173
379771at33208a	Duplicated	c242012_g2_i6:489-1202	189.5	157
380583at33208a	Missing
381303at33208a	Duplicated	c235589_g1_i2:63-1100	231.4	258
381303at33208a	Duplicated	c235589_g1_i3:83-1120	231.4	258
382000at33208a	Duplicated	c265745_g3_i2:426-1031	148.4	131
382000at33208a	Duplicated	c265745_g3_i6:1110-1715	148.4	131
382262at33208a	Duplicated	c263688_g2_i3:621-1100	75.5	109
382262at33208a	Duplicated	c263688_g1_i10:35-670	74.0	82
382262at33208a	Duplicated	c263688_g1_i5:265-900	74.0	82
382262at33208a	Duplicated	c263688_g2_i5:21-452	72.0	98
382262at33208a	Duplicated	c263688_g1_i9:2-1309	67.4	129
382262at33208a	Duplicated	c263688_g1_i2:2-1396	67.0	129
382750at33208a	Complete	c247750_g1_i2:0-1538	364.9	312
383313at33208a	Complete	c259649_g2_i7:388-1461	343.7	269
384187at33208a	Duplicated	c266498_g1_i5:1369-2493	569.0	332
384187at33208a	Duplicated	c266498_g1_i6:1403-2639	569.0	332
384187at33208a	Duplicated	c266498_g1_i7:1344-2468	569.0	332
386666at33208a	Duplicated	c258391_g3_i1:394-1104	145.0	155
386666at33208a	Duplicated	c258391_g3_i4:364-1074	145.0	155
386666at33208a	Duplicated	c258391_g3_i5:1050-1760	145.0	155
386666at33208a	Duplicated	c258391_g3_i8:1050-1712	130.6	144
387079at33208a	Duplicated	c253023_g6_i2:15-962	272.9	211
387079at33208a	Duplicated	c253023_g6_i1:232-1374	266.7	236
387117at33208a	Duplicated	c215991_g1_i3:258-1298	134.2	207
387117at33208a	Duplicated	c232038_g3_i11:27-713	130.7	159
387117at33208a	Duplicated	c232038_g3_i2:27-713	130.7	159
387117at33208a	Duplicated	c232038_g3_i6:27-713	130.7	159
387117at33208a	Duplicated	c232038_g3_i9:27-713	130.7	159
387878at33208a	Complete	c243902_g1_i2:166-1521	251.0	329
389367at33208a	Duplicated	c260393_g1_i10:258-1229	398.7	243
389367at33208a	Duplicated	c260393_g1_i13:279-1250	398.7	243
389527at33208a	Fragmented	c255814_g4_i2:2-1258	296.2	256
389570at33208a	Complete	c237379_g2_i4:124-1068	320.4	278
389591at33208a	Fragmented	c256714_g1_i4:1-690	209.4	148
390192at33208a	Fragmented	c251896_g2_i2:4-636	236.5	159
390402at33208a	Complete	c254025_g2_i9:224-1045	336.1	234
391896at33208a	Complete	c252510_g1_i5:342-1220	359.6	228
393219at33208a	Duplicated	c246382_g1_i6:74-1135	259.8	282
393219at33208a	Duplicated	c246382_g1_i8:74-1135	259.8	282
393291at33208a	Duplicated	c260824_g2_i10:468-1271	120.6	251
393291at33208a	Duplicated	c260824_g2_i12:615-1418	120.6	251
393291at33208a	Duplicated	c260824_g2_i1:722-1525	120.6	251
393419at33208a	Fragmented	c251647_g3_i2:65-1016	281.4	229
393895at33208a	Complete	c267357_g2_i6:62-1336	659.4	362
395147at33208a	Fragmented	c247297_g1_i5:20-898	216.9	200
395183at33208a	Missing
395556at33208a	Fragmented	c223698_g1_i1:0-569	230.9	164
395919at33208a	Fragmented	c264524_g3_i6:147-902	216.1	152
395948at33208a	Complete	c243400_g1_i5:3-1577	82.7	159
396237at33208a	Duplicated	c247414_g1_i4:568-1635	366.1	269
396237at33208a	Duplicated	c247414_g1_i2:568-1467	341.4	259
397019at33208a	Missing
397659at33208a	Complete	c257998_g1_i11:473-1684	294.7	228
398013at33208a	Complete	c234632_g2_i4:2-820	434.7	245
398202at33208a	Duplicated	c256871_g3_i10:163-1383	277.8	287
398202at33208a	Duplicated	c256871_g3_i11:345-1565	277.8	287
398202at33208a	Duplicated	c256871_g3_i13:628-1848	277.8	287
398202at33208a	Duplicated	c256871_g3_i17:669-1889	277.8	287
398202at33208a	Duplicated	c256871_g3_i16:24-1157	255.3	276
398202at33208a	Duplicated	c256871_g3_i6:21-1070	252.6	260
398202at33208a	Duplicated	c256871_g3_i15:669-1604	242.1	221
398607at33208a	Complete	c239470_g2_i1:77-964	349.7	218
399092at33208a	Fragmented	c265960_g2_i3:26-403	158.0	102
399439at33208a	Fragmented	c231444_g2_i2:157-595	149.3	120
400042at33208a	Missing
401196at33208a	Fragmented	c268242_g3_i4:1019-1288	128.6	85
401220at33208a	Complete	c218555_g1_i3:16-948	259.5	287
401679at33208a	Duplicated	c238688_g1_i4:47-445	102.4	97
401679at33208a	Duplicated	c238688_g1_i8:47-406	93.1	91
401679at33208a	Duplicated	c238688_g1_i1:47-403	92.0	90
401779at33208a	Fragmented	c231068_g3_i6:96-554	196.5	132
403171at33208a	Duplicated	c249643_g1_i4:513-1700	276.1	275
403171at33208a	Duplicated	c249643_g1_i8:356-1543	276.1	275
403817at33208a	Complete	c267026_g6_i2:123-767	64.9	118
404988at33208a	Fragmented	c232196_g1_i10:4-549	111.4	124
405257at33208a	Duplicated	c259688_g1_i1:289-1485	353.3	275
405257at33208a	Duplicated	c259688_g1_i4:289-1592	353.3	275
406927at33208a	Duplicated	c251515_g1_i5:176-1453	172.8	325
406927at33208a	Duplicated	c251515_g1_i9:425-1702	172.8	325
407472at33208a	Complete	c264667_g4_i2:369-1730	284.7	285
409006at33208a	Fragmented	c264015_g1_i1:1003-1503	273.2	149
409186at33208a	Complete	c240030_g4_i5:218-1843	255.9	438
411515at33208a	Duplicated	c260356_g1_i2:683-1648	396.5	265
411515at33208a	Duplicated	c260356_g1_i4:683-1737	396.5	265
411515at33208a	Duplicated	c260356_g1_i6:76-854	351.5	208
411664at33208a	Duplicated	c249667_g1_i10:365-1716	213.0	193
411664at33208a	Duplicated	c249667_g1_i1:365-1549	213.0	193
411755at33208a	Duplicated	c250390_g1_i4:536-1921	445.4	363
411755at33208a	Duplicated	c250390_g1_i1:536-1864	441.1	369
411755at33208a	Duplicated	c250390_g1_i13:57-1532	436.4	383
411755at33208a	Duplicated	c250390_g1_i14:536-2032	432.9	369
412370at33208a	Duplicated	c261407_g3_i8:764-1612	142.6	156
412370at33208a	Duplicated	c261407_g3_i7:764-1300	131.8	125
412542at33208a	Complete	c258609_g2_i2:172-867	331.5	191
412930at33208a	Complete	c225625_g1_i7:90-974	239.8	208
413334at33208a	Complete	c241654_g1_i3:192-1340	333.7	296
414001at33208a	Duplicated	c260058_g5_i1:880-1821	460.1	274
414001at33208a	Duplicated	c260058_g5_i4:301-1242	460.1	274
414001at33208a	Duplicated	c260058_g5_i5:736-1677	460.1	274
414571at33208a	Complete	c243199_g1_i4:5-814	411.3	219
414579at33208a	Missing
414603at33208a	Complete	c238382_g1_i10:302-1372	184.6	297
415618at33208a	Missing
416175at33208a	Duplicated	c239595_g6_i2:1-729	271.8	198
416175at33208a	Duplicated	c239595_g6_i1:21-695	239.8	180
418979at33208a	Complete	c251065_g4_i8:290-889	217.1	144
419502at33208a	Duplicated	c242444_g4_i4:201-956	284.3	189
419502at33208a	Duplicated	c242444_g4_i2:98-799	260.3	175
419914at33208a	Complete	c262410_g1_i9:1039-1797	160.2	326
421396at33208a	Missing
421685at33208a	Duplicated	c243008_g1_i6:460-1590	186.2	202
421685at33208a	Duplicated	c243008_g1_i5:14-1087	167.2	187
421732at33208a	Fragmented	c259022_g3_i8:14-616	100.8	133
422158at33208a	Fragmented	c257520_g3_i1:0-581	220.0	159
422751at33208a	Complete	c259331_g3_i2:148-1137	396.4	261
423799at33208a	Complete	c253482_g1_i4:0-623	196.5	184
423848at33208a	Fragmented	c198642_g1_i1:24-638	147.0	147
424392at33208a	Complete	c249762_g1_i9:83-691	341.1	186
424569at33208a	Complete	c248788_g1_i6:813-1790	210.3	137
424646at33208a	Fragmented	c263056_g1_i3:157-534	80.4	81
427349at33208a	Complete	c230827_g1_i3:432-1379	395.6	241
427789at33208a	Duplicated	c261783_g2_i3:265-1545	235.2	391
427789at33208a	Duplicated	c245603_g1_i3:168-1472	216.2	396
428202at33208a	Complete	c266175_g1_i6:55-2121	582.7	353
428754at33208a	Missing
429011at33208a	Complete	c243188_g1_i4:30-824	166.9	168
429274at33208a	Fragmented	c261393_g1_i5:0-488	208.2	129
429751at33208a	Duplicated	c243083_g1_i6:119-1894	239.8	371
429751at33208a	Duplicated	c243083_g1_i3:57-2045	238.8	371
430701at33208a	Duplicated	c257531_g1_i1:416-1006	191.7	160
430701at33208a	Duplicated	c257531_g1_i2:416-1006	191.7	160
430701at33208a	Duplicated	c257531_g1_i4:416-1006	191.7	160
432050at33208a	Duplicated	c261225_g3_i9:167-1114	432.2	243
432050at33208a	Duplicated	c261225_g3_i5:99-731	368.1	203
432155at33208a	Duplicated	c238691_g3_i4:73-792	220.9	167
432155at33208a	Duplicated	c238691_g3_i1:70-690	206.8	160
432287at33208a	Complete	c264160_g3_i7:0-1733	169.4	247
432522at33208a	Missing
433216at33208a	Missing
433606at33208a	Fragmented	c243717_g4_i4:256-783	159.9	163
434068at33208a	Complete	c230568_g2_i5:2-1669	361.9	308
434863at33208a	Duplicated	c261457_g4_i9:32-676	314.5	193
434863at33208a	Duplicated	c261457_g4_i5:17-768	310.4	193
435253at33208a	Missing
435678at33208a	Missing
435921at33208a	Duplicated	c266781_g1_i9:1513-2271	174.9	107
435921at33208a	Duplicated	c266781_g1_i3:1513-2310	174.7	107
435939at33208a	Complete	c263769_g3_i2:558-1418	200.9	163
436007at33208a	Complete	c241591_g1_i3:7-1200	283.8	263
436098at33208a	Duplicated	c257576_g1_i2:923-1714	238.8	200
436098at33208a	Duplicated	c257576_g1_i4:923-1519	205.8	163
436539at33208a	Missing
437653at33208a	Duplicated	c263731_g2_i4:307-936	170.6	135
437653at33208a	Duplicated	c263731_g2_i3:307-990	170.2	135
437653at33208a	Duplicated	c263731_g2_i1:307-1116	169.5	135
438133at33208a	Duplicated	c266344_g5_i6:114-1184	499.6	302
438133at33208a	Duplicated	c266344_g5_i2:53-1129	499.6	302
438133at33208a	Duplicated	c266344_g5_i7:53-1132	499.6	302
438133at33208a	Duplicated	c266344_g5_i5:24-893	471.8	272
438433at33208a	Duplicated	c234227_g2_i10:173-946	374.6	201
438433at33208a	Duplicated	c234227_g2_i14:283-1056	374.6	201
438433at33208a	Duplicated	c234227_g2_i3:90-863	374.6	201
438433at33208a	Duplicated	c234227_g2_i13:152-700	335.1	166
438433at33208a	Duplicated	c234227_g2_i1:283-1008	332.2	185
438433at33208a	Duplicated	c234227_g2_i5:283-1008	332.2	185
438453at33208a	Fragmented	c259592_g2_i2:409-954	204.2	127
439736at33208a	Duplicated	c239712_g2_i1:7-1089	486.2	288
439736at33208a	Duplicated	c239712_g2_i3:7-1089	486.2	288
439736at33208a	Duplicated	c239712_g2_i6:7-1089	486.2	288
439736at33208a	Duplicated	c239712_g2_i5:7-948	452.0	260
440195at33208a	Complete	c255515_g3_i1:38-706	254.1	169
440493at33208a	Fragmented	c263248_g2_i10:2-1250	210.4	193
441575at33208a	Missing
442169at33208a	Fragmented	c237595_g2_i7:2-487	237.8	153
442203at33208a	Fragmented	c230443_g1_i1:185-1123	295.7	193
442823at33208a	Complete	c246225_g1_i3:149-1662	224.2	224
443305at33208a	Duplicated	c266278_g5_i5:2-1249	184.0	244
443305at33208a	Duplicated	c266278_g5_i6:2-1255	184.0	244
443518at33208a	Complete	c249724_g3_i4:119-937	388.2	237
443659at33208a	Complete	c235463_g1_i1:832-1461	144.3	118
443928at33208a	Fragmented	c247366_g6_i2:468-1367	329.9	231
444160at33208a	Missing
444231at33208a	Duplicated	c252073_g1_i4:729-1310	160.1	125
444231at33208a	Duplicated	c252073_g1_i13:729-1379	159.6	125
445031at33208a	Complete	c262073_g2_i1:193-1263	378.8	310
445034at33208a	Missing
445091at33208a	Fragmented	c228043_g2_i3:199-561	109.3	110
446000at33208a	Complete	c246356_g2_i1:0-743	265.3	188
446031at33208a	Fragmented	c266911_g1_i2:0-389	173.7	112
447320at33208a	Duplicated	c259931_g1_i9:317-1324	218.9	231
447320at33208a	Duplicated	c259931_g1_i14:25-849	189.0	181
447400at33208a	Fragmented	c251571_g3_i1:216-503	96.4	76
448196at33208a	Duplicated	c263812_g2_i5:196-975	379.4	219
448196at33208a	Duplicated	c263812_g2_i12:252-1022	374.4	216
448514at33208a	Fragmented	c197190_g1_i1:1-765	199.0	145
449056at33208a	Complete	c229084_g1_i2:3-620	234.0	166
449139at33208a	Complete	c251141_g1_i7:107-1037	432.7	254
449189at33208a	Duplicated	c266832_g1_i9:3-1277	467.4	304
449189at33208a	Duplicated	c266832_g1_i4:3-1408	461.1	304
450643at33208a	Fragmented	c250291_g1_i2:69-434	72.0	99
450785at33208a	Fragmented	c234633_g1_i12:450-869	73.9	49
451242at33208a	Duplicated	c238246_g4_i8:65-988	240.0	208
451242at33208a	Duplicated	c238246_g4_i3:191-1060	228.4	202
451957at33208a	Duplicated	c248196_g2_i17:629-1537	422.6	252
451957at33208a	Duplicated	c248196_g2_i5:801-1709	422.6	252
452208at33208a	Complete	c243787_g7_i3:441-1034	194.4	155
452499at33208a	Duplicated	c245912_g1_i3:50-1132	350.7	281
452499at33208a	Duplicated	c245912_g1_i4:268-1350	350.7	281
452574at33208a	Missing
453049at33208a	Duplicated	c241120_g4_i2:108-1223	231.2	281
453049at33208a	Duplicated	c241120_g4_i3:108-1223	231.2	281
453049at33208a	Duplicated	c241120_g4_i1:45-1064	199.7	248
453052at33208a	Duplicated	c230829_g2_i9:301-1653	430.2	325
453052at33208a	Duplicated	c230829_g2_i1:301-1713	430.0	325
453052at33208a	Duplicated	c230829_g2_i8:301-1677	429.8	325
453056at33208a	Duplicated	c256599_g1_i11:2-1594	429.1	310
453056at33208a	Duplicated	c256599_g1_i6:2-1306	376.3	232
453687at33208a	Fragmented	c230050_g1_i4:582-1319	224.6	164
454911at33208a	Duplicated	c266669_g2_i6:226-2184	560.0	472
454911at33208a	Duplicated	c266669_g2_i7:226-2574	556.2	472
454911at33208a	Duplicated	c266669_g2_i8:21-1983	495.3	420
455512at33208a	Fragmented	c254701_g2_i1:13-711	118.7	119
455941at33208a	Duplicated	c222144_g1_i2:264-770	65.0	143
455941at33208a	Duplicated	c222144_g1_i7:76-582	65.0	143
456998at33208a	Complete	c241817_g1_i2:184-831	202.4	172
457777at33208a	Complete	c251828_g3_i4:181-990	454.5	240
458807at33208a	Complete	c235788_g1_i5:395-1357	412.6	277
458974at33208a	Fragmented	c261141_g3_i4:183-539	98.5	83
458988at33208a	Complete	c236280_g2_i4:4-960	340.2	260
459253at33208a	Duplicated	c239388_g1_i2:226-1128	328.3	213
459253at33208a	Duplicated	c239388_g1_i6:158-1060	328.3	213
459253at33208a	Duplicated	c239388_g1_i3:226-951	314.3	200
459253at33208a	Duplicated	c239388_g1_i4:18-884	307.6	199
459253at33208a	Duplicated	c239388_g1_i1:22-825	282.7	184
460044at33208a	Fragmented	c258290_g1_i4:156-1025	300.4	212
460518at33208a	Duplicated	c237257_g1_i7:356-895	232.7	147
460518at33208a	Duplicated	c237257_g1_i6:241-705	198.4	130
461123at33208a	Complete	c232104_g1_i9:751-1588	134.2	157
461193at33208a	Duplicated	c253897_g3_i6:170-1018	165.7	150
461193at33208a	Duplicated	c253897_g3_i2:234-995	165.0	150
462325at33208a	Duplicated	c239015_g1_i3:406-1599	381.7	294
462325at33208a	Duplicated	c239015_g1_i6:447-1640	381.2	294
462897at33208a	Complete	c232490_g6_i9:341-1855	438.3	366
463071at33208a	Fragmented	c227694_g3_i1:313-900	213.3	165
464204at33208a	Missing
464243at33208a	Duplicated	c267139_g1_i3:407-1108	74.2	116
464243at33208a	Duplicated	c267139_g1_i7:1297-2085	73.7	103
464243at33208a	Duplicated	c267139_g1_i5:2083-3021	67.4	134
464286at33208a	Complete	c238005_g3_i9:471-1766	426.4	380
464312at33208a	Duplicated	c252435_g1_i6:218-1318	220.8	254
464312at33208a	Duplicated	c252435_g1_i7:517-1617	220.8	254
464312at33208a	Duplicated	c252435_g1_i8:327-1427	220.8	254
464987at33208a	Duplicated	c236244_g2_i1:417-1067	270.5	165
464987at33208a	Duplicated	c236244_g2_i2:416-1099	270.0	165
464987at33208a	Duplicated	c236244_g2_i4:416-1173	268.0	165
465092at33208a	Complete	c228307_g2_i2:84-1625	273.8	186
465401at33208a	Complete	c229930_g3_i1:23-1027	259.1	208
465512at33208a	Duplicated	c263426_g1_i4:77-1861	414.5	364
465512at33208a	Duplicated	c263426_g1_i7:173-1957	414.5	364
465512at33208a	Duplicated	c263426_g1_i8:77-2033	413.9	364
465651at33208a	Fragmented	c232527_g4_i11:355-723	85.6	83
465703at33208a	Complete	c252011_g2_i4:718-1599	283.2	203
465933at33208a	Duplicated	c259760_g6_i6:102-1061	327.6	240
465933at33208a	Duplicated	c259760_g6_i3:346-1362	327.2	240
465933at33208a	Duplicated	c259760_g6_i2:19-918	326.9	224
466616at33208a	Complete	c253624_g1_i3:263-2176	143.8	347
466942at33208a	Missing
467106at33208a	Complete	c241753_g1_i9:987-2300	338.2	247
467142at33208a	Complete	c262123_g2_i13:232-909	190.0	191
467744at33208a	Duplicated	c230386_g2_i2:0-1528	272.4	255
467744at33208a	Duplicated	c230386_g2_i5:5-847	244.6	241
468248at33208a	Duplicated	c264225_g2_i6:2218-3507	411.2	268
468248at33208a	Duplicated	c264225_g2_i10:2218-3726	410.0	268
468248at33208a	Duplicated	c264225_g2_i11:1562-3070	410.0	268
468248at33208a	Duplicated	c264225_g2_i3:2128-3636	410.0	268
468248at33208a	Duplicated	c264225_g2_i7:876-2384	410.0	268
468359at33208a	Missing
468631at33208a	Missing
468710at33208a	Duplicated	c236633_g1_i6:283-1218	149.9	158
468710at33208a	Duplicated	c236633_g1_i9:238-1173	149.9	158
468757at33208a	Duplicated	c236300_g1_i7:489-1799	208.4	261
468757at33208a	Duplicated	c236300_g1_i10:220-801	197.0	176
468757at33208a	Duplicated	c236300_g1_i11:642-1223	197.0	176
468757at33208a	Duplicated	c236300_g1_i8:341-922	197.0	176
468757at33208a	Duplicated	c236300_g1_i2:1218-1759	184.8	177
469367at33208a	Fragmented	c264257_g1_i2:380-841	144.1	118
470197at33208a	Missing
470523at33208a	Duplicated	c252815_g1_i3:604-1332	261.4	195
470523at33208a	Duplicated	c252815_g1_i4:997-1725	261.4	195
470523at33208a	Duplicated	c252815_g1_i5:766-1494	261.4	195
470523at33208a	Duplicated	c252815_g1_i7:872-1600	261.4	195
471608at33208a	Fragmented	c259465_g2_i3:342-863	177.2	124
471787at33208a	Fragmented	c253203_g4_i1:700-1170	247.0	143
472313at33208a	Duplicated	c244840_g4_i1:288-1259	374.7	253
472313at33208a	Duplicated	c244840_g4_i17:281-1294	374.4	253
472313at33208a	Duplicated	c244840_g4_i18:338-1351	374.4	253
472313at33208a	Duplicated	c244840_g4_i19:288-1097	347.3	218
472352at33208a	Missing
473106at33208a	Fragmented	c220475_g3_i1:13-639	331.5	183
474144at33208a	Duplicated	c265167_g2_i15:121-837	253.7	210
474144at33208a	Duplicated	c265167_g2_i16:332-1048	253.7	210
474144at33208a	Duplicated	c265167_g2_i1:93-809	253.7	210
474144at33208a	Duplicated	c265167_g2_i3:221-937	253.7	210
474144at33208a	Duplicated	c265167_g2_i6:305-1021	253.7	210
474144at33208a	Duplicated	c265167_g2_i8:141-857	253.7	210
474144at33208a	Duplicated	c265167_g2_i4:27-731	247.9	207
474144at33208a	Duplicated	c265167_g2_i10:407-1006	217.8	177
474144at33208a	Duplicated	c265167_g2_i13:380-976	216.0	176
474144at33208a	Duplicated	c265167_g2_i17:373-969	216.0	176
474144at33208a	Duplicated	c265167_g2_i18:74-670	216.0	176
474302at33208a	Duplicated	c259640_g2_i11:93-1322	234.9	266
474302at33208a	Duplicated	c259640_g2_i7:51-815	226.8	200
474387at33208a	Complete	c256840_g1_i5:25-903	299.7	230
475826at33208a	Duplicated	c213037_g1_i1:107-976	238.2	226
475826at33208a	Duplicated	c213037_g1_i2:107-976	238.2	226
476036at33208a	Duplicated	c235419_g4_i10:0-665	265.9	184
476036at33208a	Duplicated	c235419_g4_i13:0-629	264.7	179
476036at33208a	Duplicated	c235419_g4_i2:0-773	264.5	184
477052at33208a	Complete	c253049_g2_i1:605-1459	309.4	230
477939at33208a	Fragmented	c233477_g2_i3:330-1286	146.8	173
477998at33208a	Fragmented	c247305_g3_i3:214-1107	188.3	170
478073at33208a	Duplicated	c265238_g1_i3:107-886	409.5	226
478073at33208a	Duplicated	c265238_g1_i4:286-1065	409.5	226
478073at33208a	Duplicated	c265238_g1_i5:63-842	409.5	226
478984at33208a	Fragmented	c263077_g5_i7:24-329	99.2	85
480700at33208a	Missing
480735at33208a	Complete	c254327_g1_i8:396-1292	331.9	243
481557at33208a	Complete	c256930_g2_i2:5-757	142.3	145
482691at33208a	Complete	c225141_g4_i5:255-1118	356.5	214
483489at33208a	Complete	c255782_g2_i8:178-918	219.8	210
485003at33208a	Complete	c251565_g1_i8:624-1445	277.9	204
485696at33208a	Missing
486370at33208a	Duplicated	c230690_g1_i10:18-1004	138.2	260
486370at33208a	Duplicated	c230690_g1_i11:18-1004	138.2	260
486370at33208a	Duplicated	c230690_g1_i3:18-1086	138.2	260
486431at33208a	Complete	c265895_g1_i15:351-2555	383.3	459
486743at33208a	Complete	c265134_g2_i3:123-677	124.9	131
486993at33208a	Complete	c250376_g1_i2:352-1401	313.0	248
487873at33208a	Fragmented	c243289_g1_i10:422-640	70.7	56
487987at33208a	Duplicated	c261351_g2_i8:440-1012	169.3	149
487987at33208a	Duplicated	c261351_g2_i4:355-840	168.9	142
487987at33208a	Duplicated	c261351_g2_i7:440-1638	164.2	148
488559at33208a	Fragmented	c246554_g8_i2:1-411	119.7	102
488635at33208a	Complete	c240152_g1_i1:315-1016	246.0	202
489359at33208a	Fragmented	c260446_g1_i5:721-984	103.5	60
489858at33208a	Duplicated	c248976_g3_i3:83-916	227.9	164
489858at33208a	Duplicated	c248976_g3_i5:67-1759	226.8	188
489858at33208a	Duplicated	c248976_g3_i1:62-1102	225.8	188
489858at33208a	Duplicated	c248976_g3_i2:809-1216	207.3	123
489858at33208a	Duplicated	c248976_g3_i4:523-930	207.3	123
489997at33208a	Missing
490248at33208a	Duplicated	c254567_g2_i6:153-638	204.5	143
490248at33208a	Duplicated	c254567_g2_i2:15-452	181.7	130
490961at33208a	Missing
491252at33208a	Duplicated	c239439_g1_i7:250-1109	203.0	178
491252at33208a	Duplicated	c239439_g1_i1:250-1175	202.5	178
491252at33208a	Duplicated	c239439_g1_i5:338-1200	189.9	166
491289at33208a	Complete	c250814_g1_i4:19-627	244.0	170
492033at33208a	Complete	c222912_g2_i1:452-1057	293.3	171
493148at33208a	Missing
493505at33208a	Missing
493913at33208a	Duplicated	c237039_g1_i13:508-1824	423.5	384
493913at33208a	Duplicated	c237039_g1_i16:829-2145	423.5	384
494057at33208a	Duplicated	c236253_g4_i4:1-676	164.5	151
494057at33208a	Duplicated	c236253_g4_i6:1-537	164.5	151
494057at33208a	Duplicated	c236253_g4_i5:22-537	160.6	144
495100at33208a	Duplicated	c253554_g1_i10:17-1051	406.9	217
495100at33208a	Duplicated	c253554_g1_i15:120-1181	406.8	217
495100at33208a	Duplicated	c253554_g1_i5:245-1522	406.1	217
495175at33208a	Fragmented	c264419_g1_i2:659-1156	142.6	121
495207at33208a	Complete	c241598_g2_i2:32-628	189.6	145
495311at33208a	Duplicated	c221972_g1_i3:212-781	263.4	163
495311at33208a	Duplicated	c221972_g1_i4:346-915	263.4	163
495311at33208a	Duplicated	c221972_g1_i1:21-551	262.2	162
495329at33208a	Complete	c220479_g1_i2:320-1018	209.7	178
495389at33208a	Duplicated	c225480_g8_i1:91-756	146.0	158
495389at33208a	Duplicated	c225480_g8_i2:155-820	146.0	158
495605at33208a	Missing
495802at33208a	Missing
495926at33208a	Missing
496070at33208a	Fragmented	c244873_g4_i1:1-237	70.0	65
496219at33208a	Fragmented	c257497_g2_i1:617-1186	300.0	170
498535at33208a	Duplicated	c235166_g2_i5:1-513	330.7	163
498535at33208a	Duplicated	c235166_g2_i4:1-510	327.6	162
500261at33208a	Complete	c248496_g4_i7:347-1540	365.3	320
500808at33208a	Fragmented	c217468_g1_i1:796-1679	203.0	139
501396at33208a	Duplicated	c230344_g2_i9:3-425	251.1	124
501396at33208a	Duplicated	c230344_g2_i3:3-1074	238.6	124
501396at33208a	Duplicated	c230344_g2_i7:3-490	238.6	124
501546at33208a	Duplicated	c249793_g3_i1:141-701	148.3	145
501546at33208a	Duplicated	c249793_g3_i3:141-868	141.0	145
501546at33208a	Duplicated	c249793_g3_i5:141-799	131.2	137
501788at33208a	Missing
502128at33208a	Fragmented	c251693_g1_i9:2-616	244.4	157
