# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
452208at33208a	Complete	sc0000006	45678	54053	-	226.5	190
452499at33208a	Complete	sc0000013	121220	129567	-	360.0	271
452574at33208a	Complete	sc0000057	1162565	1174130	+	418.3	341
453049at33208a	Complete	sc0000381	72452	85200	-	207.3	278
453052at33208a	Complete	sc0000006	1134989	1142212	-	416.4	314
453056at33208a	Complete	sc0000038	862115	869577	+	480.1	341
453687at33208a	Complete	sc0000503	204137	227346	-	330.9	287
454911at33208a	Complete	sc0000016	777892	792743	-	676.9	645
455512at33208a	Fragmented	sc0003798	1	2314	+	109.8	86
455941at33208a	Complete	sc0000291	331427	339018	+	227.7	244
456998at33208a	Complete	sc0000551	58109	66919	+	220.6	195
457777at33208a	Complete	sc0000084	970175	984782	+	508.3	319
458807at33208a	Complete	sc0000007	1240377	1251318	-	405.7	271
458974at33208a	Complete	sc0000581	44374	52289	-	148.9	145
458988at33208a	Complete	sc0000355	212121	231274	+	567.9	456
459253at33208a	Complete	sc0000274	417169	423450	+	323.5	213
460044at33208a	Complete	sc0000268	297515	309844	+	336.6	295
460518at33208a	Complete	sc0000220	112380	125325	-	382.4	275
461123at33208a	Complete	sc0000779	47569	58227	+	171.5	199
461193at33208a	Complete	sc0000261	748204	758040	-	209.4	202
462325at33208a	Complete	sc0000177	12954	22936	+	342.8	294
462897at33208a	Complete	sc0000479	302358	316891	-	433.8	337
463071at33208a	Duplicated	sc0000225	645848	662290	+	281.7	238
463071at33208a	Duplicated	sc0000210	11989	24013	+	278.3	239
464204at33208a	Complete	sc0000302	202539	221140	-	293.3	297
464243at33208a	Complete	sc0000164	235339	241812	-	58.5	101
464286at33208a	Complete	sc0000327	412961	421140	+	252.8	255
464312at33208a	Duplicated	sc0002249	11546	22699	-	267.4	314
464312at33208a	Duplicated	sc0000528	66758	78777	-	260.4	312
464987at33208a	Complete	sc0000099	715946	724307	-	243.7	165
465092at33208a	Complete	sc0000113	37968	47539	-	245.2	178
465401at33208a	Complete	sc0000465	81474	82850	+	265.3	212
465512at33208a	Complete	sc0000289	578364	595228	-	896.6	800
465651at33208a	Complete	sc0000427	56686	63620	-	133.4	166
465703at33208a	Complete	sc0000025	1482607	1483488	-	274.0	203
465933at33208a	Complete	sc0000055	1190749	1221696	-	219.6	196
466616at33208a	Complete	sc0000174	466090	494818	-	453.9	461
466942at33208a	Complete	sc0000243	58178	69584	-	163.3	185
467106at33208a	Complete	sc0000371	294350	309149	+	289.1	247
467142at33208a	Complete	sc0000356	485541	490657	+	262.7	234
467744at33208a	Complete	sc0000330	123799	134994	+	275.1	259
468248at33208a	Complete	sc0000176	485787	502199	+	304.1	244
468359at33208a	Complete	sc0000073	406771	423437	+	431.1	310
468631at33208a	Complete	sc0000023	325554	332537	+	180.9	167
468710at33208a	Complete	sc0000076	318183	322545	-	147.8	158
468757at33208a	Complete	sc0000313	142473	152137	+	375.7	271
469367at33208a	Complete	sc0000041	158431	165259	+	319.5	287
470197at33208a	Complete	sc0000525	102553	113337	-	256.4	296
470523at33208a	Complete	sc0000578	60601	67239	+	259.2	226
471608at33208a	Complete	sc0000162	709134	715711	-	325.7	214
471787at33208a	Complete	sc0000106	173849	175381	+	417.6	284
472313at33208a	Complete	sc0000378	237591	243393	+	326.8	234
472352at33208a	Complete	sc0000190	189468	196204	-	182.3	184
473106at33208a	Fragmented	sc0000618	212413	214478	-	77.0	69
474144at33208a	Complete	sc0000554	236539	240122	-	252.5	210
474302at33208a	Missing
474387at33208a	Complete	sc0000130	212544	226443	-	407.5	289
475826at33208a	Complete	sc0000576	265960	266829	+	237.7	228
476036at33208a	Complete	sc0000292	94560	100988	+	276.5	222
477052at33208a	Complete	sc0000026	267989	268891	+	314.8	233
477939at33208a	Complete	sc0000112	524613	527527	+	282.3	247
477998at33208a	Complete	sc0000274	48569	59203	+	301.5	417
478073at33208a	Complete	sc0000514	178835	180466	-	404.3	226
478984at33208a	Complete	sc0000010	931750	938575	-	350.9	257
480700at33208a	Complete	sc0000001	2390946	2391746	-	190.1	169
480735at33208a	Complete	sc0000477	249507	261040	+	265.6	243
481557at33208a	Complete	sc0000058	341403	356347	+	158.1	203
482691at33208a	Complete	sc0000884	115650	125701	+	395.5	242
483489at33208a	Complete	sc0000451	238650	249148	+	341.0	299
485003at33208a	Complete	sc0000099	703811	712614	+	274.1	204
485696at33208a	Complete	sc0000471	99861	113454	-	243.8	223
486370at33208a	Complete	sc0000130	399142	403756	-	189.3	246
486431at33208a	Complete	sc0000520	167909	178256	+	370.8	587
486743at33208a	Duplicated	sc0001292	44875	50440	+	150.7	192
486743at33208a	Duplicated	sc0000024	1331389	1336633	+	148.5	187
486743at33208a	Duplicated	sc0001874	8533	14906	-	132.9	180
486993at33208a	Complete	sc0000153	556835	567257	-	307.2	248
487873at33208a	Complete	sc0000241	300019	300618	-	125.7	124
487987at33208a	Complete	sc0000006	1128215	1134390	+	163.2	148
488559at33208a	Complete	sc0000198	1184025	1187295	+	142.7	137
488635at33208a	Complete	sc0000250	128621	138406	-	288.6	232
489359at33208a	Complete	sc0000509	374323	382677	-	102.3	150
489858at33208a	Complete	sc0000059	697838	706120	-	209.0	153
489997at33208a	Missing
490248at33208a	Complete	sc0000274	168455	172801	-	225.3	172
490961at33208a	Complete	sc0000446	105143	112993	-	193.3	281
491252at33208a	Complete	sc0000357	247730	252904	-	201.6	178
491289at33208a	Complete	sc0000067	423855	429127	+	327.7	253
492033at33208a	Complete	sc0000023	935771	941960	+	263.7	171
493148at33208a	Complete	sc0000165	489264	504666	+	112.9	177
493505at33208a	Complete	sc0000120	248167	254324	-	316.4	188
493913at33208a	Complete	sc0000073	660904	677528	-	412.9	362
494057at33208a	Complete	sc0000021	465100	469680	-	200.0	171
495100at33208a	Complete	sc0000008	714025	734655	+	372.0	247
495175at33208a	Complete	sc0000078	410732	431582	-	232.9	181
495207at33208a	Complete	sc0000002	932201	939370	+	255.0	245
495311at33208a	Complete	sc0000190	564904	565521	+	265.6	163
495329at33208a	Complete	sc0000568	246654	251571	+	206.6	178
495389at33208a	Complete	sc0000333	71160	71825	+	146.1	158
495605at33208a	Complete	sc0000605	91225	95147	+	347.4	217
495802at33208a	Missing
495926at33208a	Duplicated	sc0000372	410301	411548	-	137.4	196
495926at33208a	Duplicated	sc0000518	9667	10914	-	133.1	218
496070at33208a	Duplicated	sc0000046	820522	821412	-	180.1	173
496070at33208a	Duplicated	sc0000046	798589	799104	-	174.1	148
496219at33208a	Complete	sc0000121	519092	522233	+	390.1	247
498535at33208a	Complete	sc0000366	351591	370059	+	293.1	217
500261at33208a	Complete	sc0000709	82664	93681	-	321.8	321
500808at33208a	Complete	sc0000191	85645	94447	-	262.2	243
501396at33208a	Complete	sc0000506	230790	235879	-	261.1	168
501546at33208a	Complete	sc0000371	365306	370537	+	102.4	128
501788at33208a	Complete	sc0000029	1291690	1333159	-	181.3	145
502128at33208a	Complete	sc0000084	521408	529513	+	372.4	268
502407at33208a	Complete	sc0000142	113769	118977	+	227.8	172
502429at33208a	Complete	sc0000511	233480	237095	-	279.6	180
502584at33208a	Complete	sc0001141	72777	82013	+	153.2	257
502691at33208a	Complete	sc0000455	81194	93117	-	275.6	205
503333at33208a	Duplicated	sc0000186	696023	700573	+	449.2	244
503333at33208a	Duplicated	sc0000511	69100	73519	+	444.2	246
503828at33208a	Duplicated	sc0000096	546702	551252	+	126.4	172
503828at33208a	Duplicated	sc0001298	27398	32800	-	125.6	171
504207at33208a	Complete	sc0001459	45132	55184	-	420.1	308
504292at33208a	Complete	sc0000035	1267162	1271286	-	208.6	187
504691at33208a	Complete	sc0000169	674722	675234	+	170.0	129
504731at33208a	Complete	sc0000037	1310178	1314264	+	351.0	237
504912at33208a	Complete	sc0000274	378535	386061	-	78.0	109
505248at33208a	Complete	sc0000165	173302	179774	+	237.2	169
505718at33208a	Missing
508188at33208a	Complete	sc0000515	2749	18086	+	263.0	256
508379at33208a	Complete	sc0000103	740202	743467	+	189.2	129
508986at33208a	Complete	sc0000215	179544	184043	+	135.1	192
509494at33208a	Complete	sc0000339	382619	396102	+	226.5	140
509816at33208a	Complete	sc0000709	63353	68234	-	212.0	159
510174at33208a	Fragmented	sc0000165	579356	583911	+	195.8	130
510522at33208a	Complete	sc0000166	695022	697248	+	217.3	197
510581at33208a	Complete	sc0000016	1786050	1789022	+	275.7	220
511272at33208a	Complete	sc0000241	528257	533062	-	208.8	212
511386at33208a	Complete	sc0000351	22081	44815	-	362.8	433
511575at33208a	Complete	sc0000262	278834	290094	-	255.4	152
511668at33208a	Complete	sc0000686	111133	117714	-	196.8	184
514121at33208a	Complete	sc0000012	849098	850222	-	225.8	231
514296at33208a	Complete	sc0000068	294292	294855	-	234.3	135
514565at33208a	Complete	sc0001672	21799	27970	-	300.1	190
514675at33208a	Complete	sc0000021	237696	249036	+	186.9	160
514698at33208a	Complete	sc0000016	1161791	1169614	+	205.8	155
514724at33208a	Complete	sc0000188	966586	970442	+	166.6	153
514727at33208a	Duplicated	sc0000616	167741	176914	+	84.9	216
514727at33208a	Duplicated	sc0000616	160594	167151	-	74.2	213
514740at33208a	Duplicated	sc0000171	256928	263798	-	214.3	176
514740at33208a	Duplicated	sc0002197	16199	23924	+	212.3	176
514834at33208a	Complete	sc0000093	801965	806370	-	165.8	192
514892at33208a	Complete	sc0000594	123656	129002	-	283.3	207
515058at33208a	Complete	sc0000004	1142790	1148947	-	460.6	342
515377at33208a	Fragmented	sc0000107	915729	916304	+	66.4	85
515410at33208a	Complete	sc0000535	246112	248792	-	207.9	145
515425at33208a	Complete	sc0000875	70502	73761	+	157.3	165
515528at33208a	Complete	sc0000052	941263	950423	+	241.5	255
515640at33208a	Complete	sc0000029	273915	284157	+	322.4	194
516078at33208a	Complete	sc0000286	463913	470502	+	304.6	228
516321at33208a	Complete	sc0000626	140287	142965	-	231.5	132
516481at33208a	Complete	sc0000187	604537	613979	+	141.3	181
516659at33208a	Complete	sc0000251	705689	714872	-	101.7	235
516716at33208a	Missing
517311at33208a	Complete	sc0000127	903709	907994	+	222.0	166
517525at33208a	Complete	sc0000097	819075	828221	+	396.1	280
517686at33208a	Complete	sc0000256	272957	274569	-	97.1	81
517968at33208a	Complete	sc0000194	164124	168936	+	80.2	77
518288at33208a	Complete	sc0000340	201379	223414	-	393.1	277
518569at33208a	Complete	sc0000044	418214	428084	-	357.7	294
518635at33208a	Complete	sc0000043	1035100	1044661	-	436.8	344
519030at33208a	Complete	sc0000034	553113	559237	+	112.9	143
519303at33208a	Complete	sc0000048	87221	91546	+	407.8	338
519777at33208a	Complete	sc0000206	298310	302726	-	204.8	163
520011at33208a	Complete	sc0000072	1152545	1170474	+	106.3	189
521343at33208a	Missing
522886at33208a	Complete	sc0000070	109049	110812	+	279.1	257
522988at33208a	Complete	sc0000358	444962	458947	+	272.3	313
523206at33208a	Complete	sc0000265	471342	473908	-	132.3	115
523376at33208a	Fragmented	sc0000348	90325	92524	-	168.1	137
523534at33208a	Complete	sc0000023	1491436	1496243	+	260.5	150
524148at33208a	Complete	sc0000014	704134	718650	-	344.1	321
524165at33208a	Complete	sc0000078	68497	77720	+	294.6	352
524322at33208a	Complete	sc0000355	355464	361348	+	120.8	110
525542at33208a	Complete	sc0000591	204147	210313	-	198.2	186
525888at33208a	Complete	sc0000107	1053474	1057438	+	232.9	157
526074at33208a	Complete	sc0000023	273287	276984	+	270.3	167
526487at33208a	Complete	sc0000082	343966	349643	+	308.0	165
526673at33208a	Complete	sc0000020	1002375	1007841	-	348.6	253
526839at33208a	Missing
527406at33208a	Complete	sc0000334	141279	144619	-	381.0	233
528325at33208a	Complete	sc0000103	684369	688913	+	296.4	158
529092at33208a	Complete	sc0000090	872675	880137	-	142.6	113
529093at33208a	Complete	sc0000793	69237	76591	-	302.0	214
529708at33208a	Complete	sc0000006	74878	79744	+	233.0	231
529852at33208a	Complete	sc0000074	789091	794865	+	164.6	142
530431at33208a	Complete	sc0000119	292148	302978	+	481.2	375
532406at33208a	Complete	sc0000351	109191	113404	-	256.8	168
532693at33208a	Complete	sc0000287	112631	114731	+	271.8	248
532728at33208a	Duplicated	sc0000148	297465	306052	+	167.1	125
532728at33208a	Duplicated	sc0000148	297465	301400	+	144.1	125
532930at33208a	Complete	sc0000118	46672	52339	+	217.3	163
533666at33208a	Missing
533690at33208a	Complete	sc0000258	477759	484065	+	236.3	169
534172at33208a	Complete	sc0000488	313273	324648	-	212.7	182
534206at33208a	Complete	sc0000578	51537	60229	-	136.3	139
534312at33208a	Complete	sc0000549	106181	114061	-	247.3	133
534757at33208a	Complete	sc0000198	179348	189045	+	210.8	207
534808at33208a	Complete	sc0000499	278204	293065	+	296.8	275
535268at33208a	Complete	sc0000002	1550275	1556997	-	241.8	172
535367at33208a	Complete	sc0001119	31961	36506	-	209.9	192
535524at33208a	Fragmented	sc0000007	1997471	1998888	-	107.2	79
535650at33208a	Complete	sc0000270	229922	233920	-	268.7	158
535664at33208a	Complete	sc0000010	393659	394042	-	128.1	99
535782at33208a	Complete	sc0000322	408046	409566	+	201.8	162
535806at33208a	Complete	sc0000115	831531	837295	+	162.1	132
536251at33208a	Complete	sc0000058	45664	46266	-	160.3	127
537470at33208a	Complete	sc0001180	53694	63036	-	208.7	150
537548at33208a	Complete	sc0000127	138769	141979	-	225.7	162
537718at33208a	Complete	sc0000199	592029	608410	+	230.6	215
537923at33208a	Complete	sc0000317	133102	136654	+	240.7	156
538442at33208a	Complete	sc0000058	1143089	1169650	-	153.1	139
539043at33208a	Complete	sc0000055	1152426	1157809	+	234.3	148
539215at33208a	Fragmented	sc0000097	104969	105139	-	75.2	55
539234at33208a	Complete	sc0000192	320679	339930	+	219.3	129
539360at33208a	Fragmented	sc0000375	308680	309078	+	111.0	85
539600at33208a	Complete	sc0000002	2298091	2300935	-	195.7	146
540193at33208a	Complete	sc0000305	470668	477981	+	180.1	137
541231at33208a	Complete	sc0000969	84581	91209	-	147.2	179
541260at33208a	Complete	sc0000143	442271	444204	+	97.6	82
541421at33208a	Fragmented	sc0000023	269450	271885	+	179.8	119
543124at33208a	Complete	sc0000385	310637	321113	+	308.2	248
543269at33208a	Complete	sc0000110	668510	669502	+	162.5	154
544546at33208a	Complete	sc0000115	827022	828906	-	100.5	130
544849at33208a	Missing
544919at33208a	Complete	sc0000001	2274101	2284343	+	210.8	279
545063at33208a	Complete	sc0000198	867670	870842	-	104.8	206
545389at33208a	Complete	sc0000149	28651	40262	-	266.2	166
545641at33208a	Complete	sc0000089	421425	428291	-	221.2	121
545744at33208a	Complete	sc0000611	198392	201391	-	93.1	82
545889at33208a	Fragmented	sc0000031	1248396	1254324	-	120.5	103
546305at33208a	Complete	sc0000028	149235	153908	-	89.0	86
546751at33208a	Complete	sc0000206	599970	606324	+	246.1	172
547099at33208a	Complete	sc0000826	31087	39095	-	188.8	153
547341at33208a	Complete	sc0000388	293261	296123	-	145.8	137
547766at33208a	Complete	sc0000767	85182	88294	+	256.7	159
548327at33208a	Complete	sc0000169	352900	360049	-	181.5	135
548444at33208a	Fragmented	sc0000110	906017	914708	-	191.1	169
548732at33208a	Complete	sc0000772	37330	43006	+	190.9	133
549156at33208a	Complete	sc0000041	1246154	1250313	-	223.7	136
549988at33208a	Complete	sc0000498	174024	178595	+	116.2	164
551166at33208a	Complete	sc0000103	633023	633448	-	158.4	100
551620at33208a	Complete	sc0000881	98253	99632	-	180.4	254
551632at33208a	Complete	sc0000631	86366	91864	-	236.9	175
551831at33208a	Complete	sc0000417	63359	71373	-	292.1	204
552201at33208a	Complete	sc0000044	754569	760504	+	287.9	179
552359at33208a	Complete	sc0000549	234021	237495	+	165.8	114
552764at33208a	Complete	sc0000039	504013	512812	-	322.9	169
552949at33208a	Complete	sc0000136	373009	378684	+	109.2	279
553411at33208a	Complete	sc0000435	50925	57946	-	172.3	178
553585at33208a	Complete	sc0000130	287634	294055	-	189.2	205
554010at33208a	Complete	sc0000155	362820	369600	+	226.2	208
554815at33208a	Complete	sc0000006	618162	622189	-	218.6	170
555162at33208a	Complete	sc0000234	197831	202284	-	280.2	149
555390at33208a	Complete	sc0000419	142664	145985	-	236.9	129
555538at33208a	Complete	sc0000413	308801	319610	+	146.9	149
556039at33208a	Missing
556189at33208a	Complete	sc0000260	406612	411143	+	184.0	173
556337at33208a	Complete	sc0000166	259770	264396	+	180.5	113
556445at33208a	Complete	sc0000336	344344	345254	-	96.7	99
556461at33208a	Complete	sc0000214	156461	161511	+	88.1	95
556510at33208a	Missing
556587at33208a	Complete	sc0000205	153329	161653	-	145.4	125
556750at33208a	Complete	sc0000366	330183	333316	+	110.3	133
556925at33208a	Complete	sc0000163	504932	511909	+	35.0	60
557292at33208a	Complete	sc0000014	134019	134738	-	238.9	184
557596at33208a	Duplicated	sc0000045	1447903	1451923	-	324.6	179
557596at33208a	Duplicated	sc0000100	110857	113553	+	321.3	179
557694at33208a	Fragmented	sc0000620	421747	422148	+	60.7	112
557834at33208a	Complete	sc0000022	368987	386831	+	303.0	335
557962at33208a	Complete	sc0000035	733482	737678	-	254.2	179
558368at33208a	Complete	sc0000170	958371	962583	-	251.6	198
558385at33208a	Complete	sc0000325	328361	340574	-	244.9	199
558552at33208a	Complete	sc0000190	454430	457975	+	230.0	124
558791at33208a	Duplicated	sc0002402	16707	20070	+	232.9	123
558791at33208a	Duplicated	sc0000119	342175	345496	-	231.4	123
558897at33208a	Complete	sc0000049	46242	51926	+	185.0	148
558933at33208a	Complete	sc0000101	859484	879087	-	220.9	178
559146at33208a	Complete	sc0000169	147434	149634	-	70.8	88
559501at33208a	Complete	sc0000244	270943	276285	+	200.6	170
559576at33208a	Complete	sc0000063	381593	392320	-	261.3	247
559732at33208a	Complete	sc0000031	1301629	1302165	-	49.9	105
559883at33208a	Complete	sc0000417	246948	250260	+	203.1	137
560453at33208a	Complete	sc0000302	397895	400300	-	224.4	120
560566at33208a	Missing
560584at33208a	Complete	sc0000388	156541	162983	-	124.3	86
560694at33208a	Complete	sc0000098	211222	213749	-	294.4	209
561054at33208a	Complete	sc0000003	1873640	1878897	+	128.0	98
561248at33208a	Complete	sc0000047	1114690	1116036	-	163.5	235
561417at33208a	Complete	sc0000146	429173	431879	+	190.3	124
561688at33208a	Complete	sc0000274	517703	520055	-	211.3	211
561878at33208a	Complete	sc0000411	273065	273955	-	251.1	208
561943at33208a	Complete	sc0000085	786952	794466	+	335.6	244
562780at33208a	Complete	sc0000236	381872	389498	+	155.4	116
563084at33208a	Complete	sc0000082	898765	899115	+	70.4	79
563358at33208a	Complete	sc0000881	10438	15295	-	133.4	144
563359at33208a	Complete	sc0000089	914032	928596	+	152.7	186
563426at33208a	Complete	sc0000163	148284	179156	-	276.6	306
563679at33208a	Complete	sc0000038	688060	689453	+	138.0	102
563832at33208a	Complete	sc0000353	122982	123581	-	128.7	133
564234at33208a	Complete	sc0000054	590855	595286	+	186.9	146
564286at33208a	Complete	sc0000354	255211	257868	+	193.3	125
565053at33208a	Complete	sc0000013	691018	698407	-	130.0	155
566026at33208a	Complete	sc0000005	665274	670690	-	189.7	172
566116at33208a	Complete	sc0000153	496271	503039	-	347.4	215
566262at33208a	Complete	sc0000465	214520	216776	-	116.8	100
566447at33208a	Complete	sc0000177	478602	486258	-	169.5	154
566527at33208a	Complete	sc0000547	114634	116835	-	247.1	174
566916at33208a	Complete	sc0000338	283133	288491	-	59.2	107
567650at33208a	Complete	sc0000591	210562	214933	+	182.6	206
567750at33208a	Complete	sc0000757	11388	19640	+	144.7	87
567809at33208a	Complete	sc0000444	92341	95311	-	180.5	111
568022at33208a	Complete	sc0000079	1090113	1093537	+	215.9	151
568170at33208a	Complete	sc0000410	320310	328549	-	174.0	166
568839at33208a	Complete	sc0000372	255830	259314	-	173.5	194
568949at33208a	Complete	sc0000004	843517	847270	+	226.4	156
569294at33208a	Missing
569303at33208a	Complete	sc0000020	1599008	1610106	-	264.1	234
569812at33208a	Fragmented	sc0001940	23688	29783	-	199.4	136
569878at33208a	Complete	sc0000147	356010	362764	-	208.8	298
570262at33208a	Complete	sc0000273	465982	474806	+	228.8	153
570646at33208a	Complete	sc0000248	260893	265873	+	151.0	132
570717at33208a	Complete	sc0000603	278890	282002	-	147.5	143
571149at33208a	Complete	sc0000153	459332	460252	+	79.3	91
571944at33208a	Complete	sc0000057	588862	613291	+	168.6	186
572074at33208a	Complete	sc0000544	153146	154195	+	167.0	198
572434at33208a	Complete	sc0000122	404763	410101	-	270.2	196
572463at33208a	Complete	sc0000810	134784	143585	+	271.3	195
572754at33208a	Fragmented	sc0000577	76836	77846	+	86.9	67
572845at33208a	Fragmented	sc0000016	1633926	1637363	-	117.6	111
573203at33208a	Complete	sc0000213	508451	509821	+	313.0	302
573237at33208a	Complete	sc0000224	130268	136597	-	270.6	221
573313at33208a	Duplicated	sc0000420	317376	318197	+	195.0	266
573313at33208a	Duplicated	sc0000011	2322	3131	+	187.3	265
574311at33208a	Complete	sc0000157	484240	485815	-	57.1	74
575360at33208a	Missing
576633at33208a	Complete	sc0000517	245498	255548	+	244.9	156
576938at33208a	Complete	sc0000675	95928	101432	+	105.7	95
576997at33208a	Complete	sc0000105	282081	286848	+	186.6	145
577068at33208a	Complete	sc0000074	1021469	1024133	+	218.3	241
577339at33208a	Complete	sc0000726	170518	174393	+	115.5	110
577929at33208a	Fragmented	sc0000116	181749	184568	-	41.2	46
578354at33208a	Complete	sc0000158	339869	342560	+	212.6	127
578582at33208a	Complete	sc0000021	517669	521963	-	143.3	137
578684at33208a	Complete	sc0000439	7803	13587	-	177.9	167
578726at33208a	Complete	sc0000246	480541	504797	+	151.1	121
578734at33208a	Complete	sc0000168	570969	576078	+	178.9	181
578959at33208a	Complete	sc0000355	187831	193268	+	173.7	114
579029at33208a	Complete	sc0000401	78910	81021	-	113.1	101
580062at33208a	Complete	sc0000078	693351	703319	+	163.5	160
580288at33208a	Complete	sc0000247	218831	224125	-	221.4	116
580851at33208a	Complete	sc0000665	50438	55907	-	62.2	81
580896at33208a	Complete	sc0000424	93281	120045	+	250.2	245
581006at33208a	Complete	sc0000234	496575	499842	+	124.8	115
581475at33208a	Missing
581543at33208a	Fragmented	sc0000331	161301	163248	-	42.1	66
581547at33208a	Complete	sc0000017	1498315	1501306	+	247.9	150
581621at33208a	Complete	sc0000614	35020	46933	+	288.2	160
581717at33208a	Complete	sc0000313	301440	307034	-	198.7	202
581779at33208a	Complete	sc0000085	963573	965633	+	142.8	258
582265at33208a	Complete	sc0000108	730666	737465	+	202.7	153
582341at33208a	Complete	sc0000175	157821	162075	-	210.5	103
582473at33208a	Complete	sc0000181	540175	546062	-	222.6	159
582823at33208a	Missing
582951at33208a	Complete	sc0000124	783518	804292	+	144.4	92
583626at33208a	Complete	sc0000075	361173	363976	-	86.6	126
584023at33208a	Complete	sc0000083	390840	396987	+	204.5	211
584333at33208a	Complete	sc0000126	659502	660119	-	90.4	115
584373at33208a	Complete	sc0000053	993201	993578	+	61.5	67
585078at33208a	Complete	sc0001581	29208	32958	+	94.8	87
585232at33208a	Complete	sc0000801	87478	90093	-	109.7	104
585305at33208a	Complete	sc0000023	207828	214298	-	145.2	90
585313at33208a	Complete	sc0000110	754819	757798	-	298.3	186
585656at33208a	Complete	sc0000655	91763	94647	+	196.7	150
585726at33208a	Complete	sc0000136	400922	401991	-	197.6	158
585809at33208a	Complete	sc0000069	181544	188200	+	187.1	149
586156at33208a	Complete	sc0000155	108548	111294	+	102.7	114
586310at33208a	Complete	sc0000041	156873	158234	-	143.9	140
586690at33208a	Complete	sc0000422	278100	281818	-	165.7	120
586719at33208a	Complete	sc0000510	218240	227201	-	189.5	124
587399at33208a	Complete	sc0000030	418918	423829	-	134.8	142
587407at33208a	Complete	sc0000117	542061	573067	-	142.3	167
587513at33208a	Fragmented	sc0000317	428834	442573	+	144.9	161
587688at33208a	Complete	sc0000193	704555	709396	-	97.8	83
587958at33208a	Fragmented	sc0001152	11302	11747	+	98.5	43
589773at33208a	Complete	sc0000006	1379484	1379687	+	72.3	53
589901at33208a	Complete	sc0001219	42047	60971	-	217.4	229
590221at33208a	Missing
590347at33208a	Complete	sc0000083	763609	767554	+	133.1	140
590416at33208a	Complete	sc0000197	11426	23236	-	259.8	169
590470at33208a	Complete	sc0001110	21057	26006	+	204.3	208
591316at33208a	Fragmented	sc0000605	35873	38552	-	143.5	87
591391at33208a	Complete	sc0000169	38824	44149	-	163.7	128
591498at33208a	Complete	sc0000006	1382481	1386351	-	153.3	162
592087at33208a	Fragmented	sc0004349	2030	3760	+	154.0	103
592094at33208a	Complete	sc0000313	15372	19640	+	266.8	179
592759at33208a	Complete	sc0000047	608908	612720	+	146.8	138
592872at33208a	Complete	sc0000224	207051	212457	+	180.1	139
594172at33208a	Complete	sc0000037	1289769	1293612	-	237.9	120
594271at33208a	Complete	sc0000495	125962	129549	-	71.2	92
594842at33208a	Complete	sc0000291	446734	449717	-	156.1	94
594937at33208a	Duplicated	sc0000046	1212398	1216481	+	81.9	112
594937at33208a	Duplicated	sc0002745	483	3253	+	77.6	79
595010at33208a	Complete	sc0000198	1220046	1222445	+	279.4	296
595316at33208a	Complete	sc0000212	289172	289738	+	178.6	131
595404at33208a	Complete	sc0000310	253680	258047	-	175.7	122
595858at33208a	Complete	sc0000026	936059	961346	-	350.5	349
596131at33208a	Complete	sc0000015	653613	657024	+	163.4	100
596973at33208a	Fragmented	sc0000523	60913	66513	-	69.6	69
597023at33208a	Complete	sc0000572	216333	216824	+	108.9	138
597816at33208a	Complete	sc0000013	773142	780517	+	181.6	146
598405at33208a	Complete	sc0000062	937840	941813	-	137.7	92
598944at33208a	Missing
599320at33208a	Complete	sc0000003	1763251	1763556	+	125.2	88
600462at33208a	Complete	sc0001025	106154	109250	-	139.3	141
600823at33208a	Complete	sc0002280	17544	21285	+	159.3	150
601242at33208a	Complete	sc0000408	198585	208044	+	162.7	113
601650at33208a	Complete	sc0000068	832669	838875	+	129.0	109
601768at33208a	Complete	sc0000370	165560	169767	+	252.6	232
601875at33208a	Complete	sc0000082	869403	875249	-	171.7	234
601886at33208a	Complete	sc0001542	11645	19488	+	200.4	175
601967at33208a	Complete	sc0000110	563880	566292	+	156.3	126
602089at33208a	Complete	sc0000503	249257	251516	+	162.6	98
602148at33208a	Complete	sc0000383	328304	329554	-	105.0	77
602587at33208a	Complete	sc0000006	623902	625680	+	121.9	69
603239at33208a	Duplicated	sc0000718	83764	84279	-	138.8	148
603239at33208a	Duplicated	sc0000718	74885	75412	-	138.3	126
603370at33208a	Complete	sc0000164	595282	596661	+	200.9	122
603609at33208a	Complete	sc0000513	270955	273091	-	129.7	111
603673at33208a	Complete	sc0000035	428579	429833	+	166.3	111
604211at33208a	Complete	sc0000274	505175	507821	+	168.6	162
604943at33208a	Complete	sc0000061	521103	523737	+	150.6	114
605189at33208a	Complete	sc0000013	1216349	1217661	+	70.4	71
606048at33208a	Fragmented	sc0000170	627399	629129	+	148.8	98
606539at33208a	Complete	sc0000581	180979	184693	+	154.6	115
606748at33208a	Complete	sc0000122	711110	712985	+	137.9	85
606776at33208a	Fragmented	sc0000294	255132	255545	-	45.2	82
606795at33208a	Complete	sc0000034	629174	636574	+	126.8	93
606958at33208a	Complete	sc0000650	131362	132814	-	124.4	86
607862at33208a	Complete	sc0000252	639194	642620	+	140.4	90
608011at33208a	Complete	sc0000650	152076	157276	-	134.6	73
608074at33208a	Complete	sc0000159	530712	538295	-	191.7	138
608190at33208a	Complete	sc0000219	501187	502640	+	100.0	95
608669at33208a	Missing
608869at33208a	Fragmented	sc0000394	755373	756896	+	115.6	76
